drugbank_id	entrez_gene	affinity_nM	n_pairs
DB04098	156	42	1
DB04098	157	47	1
DB04098	2868	260	1
DB04098	2870	490	1
DB04098	5566	50	2
DB04098	5578	58.8765313123459	4
DB04098	5579	24.7753514724657	4
DB04098	5580	20.4129700135296	4
DB04098	5581	34.1369623319151	4
DB04098	5582	25.8527442614308	4
DB04098	5583	10.4771141108601	4
DB04098	5590	3500	4
DB04098	6011	340	1
DB04098	131890	180	1
DB04100	6530	7.3	1
DB04100	6531	1.70880074906351	1
DB04100	6532	72	1
DB04105	124	3600	1
DB04105	125	330	1
DB04105	126	12000	1
DB04105	127	11000	1
DB04105	131	740	1
DB04107	2147	140	1
DB04107	2155	40001	1
DB04107	2159	57	1
DB04107	2160	9000	1
DB04107	5327	50001	1
DB04107	5340	6800	1
DB04108	10988	25.6904651573303	1
DB04108	23173	370	1
DB04114	43	0.026	2
DB04115	43	156.204993518133	1
DB04115	3757	66069.34	1
DB04115	5550	145000	1
DB04115	7015	37000	1
DB04115	123228	7660	1
DB04116	5834	16300000	1
DB04116	5837	16218101	1
DB04122	3482	10001	2
DB04122	4074	23000	1
DB04122	6578	3.1e+07	1
DB04125	2161	2e+05	1
DB04125	3816	1000001	1
DB04125	3818	15000	1
DB04125	5327	410000	1
DB04125	5328	32000	1
DB04125	5340	5200	2
DB04125	5624	12000	1
DB04129	2346	67000	1
DB04129	2890	386	1
DB04129	2891	898	1
DB04129	2893	8849.99999999999	1
DB04129	2901	28900	1
DB04132	2938	840	1
DB04132	2944	2000	1
DB04132	2946	36000	1
DB04132	2950	10000	1
DB04132	4282	2500000	1
DB04140	4312	22.2	1
DB04140	4313	1	1
DB04140	4314	3.1	1
DB04140	4316	10001	1
DB04140	4317	6.4	1
DB04140	4318	6.8	1
DB04147	4047	3683.27300101418	1
DB04149	5138	200001	1
DB04149	5141	708.999450280501	3
DB04149	5142	218.970717557753	2
DB04149	5143	3690	2
DB04149	5144	515.149672147473	2
DB04149	5151	56570.4516598551	1
DB04149	5152	16001	1
DB04149	5153	200001	1
DB04149	7124	12000	1
DB04149	8622	16001	1
DB04149	8654	200001	1
DB04149	10846	16001	1
DB04149	27115	200001	1
DB04156	759	300000001	1
DB04156	760	300000001	1
DB04156	762	69999.9999999999	1
DB04156	763	2.41e+08	1
DB04156	765	6e+05	1
DB04156	766	1240000	1
DB04156	768	48000000.0000001	1
DB04160	759	25770000	1
DB04160	760	48500000.0000001	1
DB04160	762	1010000	1
DB04160	766	870000.000000001	1
DB04160	2224	34740.4663181138	1
DB04160	5009	753142.371172356	1
DB04163	1719	620	1
DB04166	18	5000001	1
DB04168	7498	1000	1
DB04172	5327	8700	1
DB04172	5340	440	1
DB04172	6768	170	1
DB04175	2840	1256	1
DB04177	479	80	1
DB04185	206358	46000000.0000001	2
DB04186	1017	150.062196429352	1
DB04186	1019	9.16515138991168	1
DB04186	1021	71	1
DB04186	1956	20001	1
DB04186	2260	6699.99999999999	1
DB04186	2321	2800	1
DB04186	3932	2300	1
DB04186	5159	5000	1
DB04186	6714	5001	1
DB04186	7535	10001	1
DB04188	196743	90	1
DB04200	6462	309	1
DB04204	5770	1500	1
DB04204	5771	6399.99999999999	1
DB04204	5777	31000	1
DB04204	5781	91000	1
DB04204	5787	342000	1
DB04204	5788	198000	1
DB04209	3782	1612.45154965971	1
DB04214	759	330	1
DB04214	760	63	1
DB04214	5444	18500000	1
DB04214	6714	1e+06	1
DB04215	2147	140	2
DB04215	2159	43	2
DB04215	5327	460	1
DB04215	5328	77.7817459305202	1
DB04215	5340	848.528137423857	1
DB04215	5644	452.54833995939	2
DB04216	43	38300	1
DB04216	147	10001	1
DB04216	150	10001	1
DB04216	151	10001	1
DB04216	152	10001	1
DB04216	207	5390	1
DB04216	231	913.73719995238	1
DB04216	238	3320	1
DB04216	239	440	1
DB04216	240	2116.42449403147	1
DB04216	246	2200	1
DB04216	276	21400	1
DB04216	277	21400	1
DB04216	278	21400	1
DB04216	553	10001	1
DB04216	554	15902.9542392456	1
DB04216	558	960	1
DB04216	759	16288.6463525979	1
DB04216	760	16330.9522073883	1
DB04216	761	8100	1
DB04216	762	7890	1
DB04216	763	6810	1
DB04216	765	6170	1
DB04216	766	4840	1
DB04216	768	7000	1
DB04216	771	9389.99999999999	1
DB04216	801	12970	1
DB04216	805	12970	1
DB04216	808	12970	1
DB04216	952	37900	1
DB04216	1017	40000	1
DB04216	1128	10001	1
DB04216	1129	10001	1
DB04216	1131	10001	1
DB04216	1132	10001	1
DB04216	1233	46723.4430273244	1
DB04216	1432	3450	1
DB04216	1457	1180	1
DB04216	1543	660	1
DB04216	1544	4097	1
DB04216	1545	23	1
DB04216	1559	27000	1
DB04216	1588	12	1
DB04216	1803	130000	1
DB04216	1812	10001	1
DB04216	1815	7.8	1
DB04216	1816	10001	1
DB04216	1956	13076.696830622	1
DB04216	2053	33540	1
DB04216	2147	3.9	1
DB04216	2322	590	1
DB04216	2739	3200	1
DB04216	2859	15400	1
DB04216	2936	218000	1
DB04216	3294	1540	1
DB04216	3350	10001	1
DB04216	3352	10001	1
DB04216	3362	10001	1
DB04216	3480	300	1
DB04216	3577	12000.1874985352	1
DB04216	3735	20000	1
DB04216	3932	13000	1
DB04216	4128	2800	1
DB04216	4129	90000	1
DB04216	4233	580	1
DB04216	4313	6680	1
DB04216	4314	5570	1
DB04216	4318	1610	1
DB04216	4321	10230	1
DB04216	4322	8460.00000000001	1
DB04216	4353	1270	1
DB04216	4363	8100	1
DB04216	4751	5730	1
DB04216	4759	160000	1
DB04216	4986	10001	1
DB04216	5243	7079	1
DB04216	5292	25	1
DB04216	5295	3800	1
DB04216	5319	2000	1
DB04216	5328	12100	1
DB04216	5347	19183.3260932509	1
DB04216	5550	13000	1
DB04216	5585	5800	1
DB04216	5602	2310	1
DB04216	5743	28600	1
DB04216	5747	1200	1
DB04216	5770	23300	1
DB04216	6530	10001	1
DB04216	6532	10001	1
DB04216	6652	177000	1
DB04216	6714	15000	1
DB04216	7498	2803.56915377524	1
DB04216	9212	910	1
DB04216	9429	7241.54679609267	1
DB04216	9891	5090	1
DB04216	10783	4230	1
DB04216	11238	11900	1
DB04216	11330	1e+05	1
DB04216	23632	5410	1
DB04216	50507	680	1
DB04216	55662	10200	1
DB04218	100	100	1
DB04223	4842	80	2
DB04223	4843	670	2
DB04223	4846	30	2
DB04224	1588	32700	1
DB04224	2152	79999.9999999999	1
DB04224	2166	6000	1
DB04224	2167	185	2
DB04224	2168	424.264068711928	1
DB04224	2170	3413.89806526205	2
DB04224	2171	248	1
DB04224	6646	1000001	1
DB04224	7150	31000	2
DB04228	2911	2437.21152139079	1
DB04228	2912	1000001	1
DB04228	2914	1000001	1
DB04228	2917	1000001	1
DB04228	2918	1000001	1
DB04232	4312	24	1
DB04232	4314	18	1
DB04232	4316	232	1
DB04232	4322	1.3	1
DB04234	1513	0.25	1
DB04242	18	1000001	1
DB04242	759	7610	2
DB04242	760	7279.99999999999	2
DB04242	761	67827.4280803865	1
DB04242	762	79334.8599292896	1
DB04242	763	5810.67982253368	1
DB04242	765	8061.01730552663	1
DB04242	766	54048.8667781296	1
DB04242	768	20979.5138170549	1
DB04242	771	5485.98213631798	1
DB04242	7172	1737800	1
DB04242	7915	1000001	1
DB04242	11238	8652.45629864721	1
DB04242	23632	14535.7490347075	1
DB04243	1719	2611.13560414707	1
DB04250	43	125892.54	1
DB04256	2911	4300	2
DB04256	2912	4300	2
DB04256	2914	1000001	1
DB04256	23236	150000	1
DB04257	2152	120000	1
DB04260	4860	21.7599241274748	1
DB04261	43	67000	1
DB04267	112817	1.1e+07	1
DB04267	390245	120000	1
DB04269	2147	4.1	3
DB04270	5465	360	1
DB04270	5467	3000	1
DB04270	5468	170	1
DB04272	760	2160000	1
DB04272	762	99	1
DB04272	763	1670000	1
DB04272	768	4930000	1
DB04272	3172	39870	1
DB04272	5346	3708	1
DB04272	79068	3e+05	1
DB04272	440503	5632	1
DB04273	5409	230.960070058309	1
DB04274	1588	3800	1
DB04275	4544	226.847070011515	1
DB04287	5319	29	1
DB04288	983	52	1
DB04291	1374	100001	1
DB04291	1375	100001	1
DB04291	1376	100001	1
DB04297	3065	7.1	1
DB04297	8841	10	1
DB04297	9734	38	1
DB04297	9759	12	1
DB04297	10013	0.42	1
DB04297	10014	17	1
DB04297	51564	23	1
DB04297	79885	15	1
DB04299	760	988999.999999999	1
DB04299	54583	2e+05	1
DB04299	79068	150000	1
DB04299	390245	1600000	1
DB04306	1719	940	1
DB04306	2629	7800	1
DB04307	4128	1900	1
DB04307	4129	17000	1
DB04308	1374	100001	1
DB04308	1375	100001	1
DB04308	1376	100001	1
DB04310	102	69499	1
DB04310	1636	100001	1
DB04310	1889	4000	1
DB04310	4311	6699.99999999999	1
DB04310	4312	300	1
DB04310	4313	3000	1
DB04310	4314	1700	1
DB04310	4317	190	1
DB04310	64146	0.3	1
DB04311	4128	31000	1
DB04311	5644	20000	1
DB04315	4313	200001	1
DB04315	4316	200001	1
DB04315	5879	2700	1
DB04319	2517	3e+05	1
DB04319	30835	6700000	1
DB04322	471	100001	3
DB04322	1719	100001	1
DB04322	2618	88.3176086632784	2
DB04322	7298	1000001	1
DB04325	3356	14132.5543259567	1
DB04325	5644	11000	1
DB04335	191	925000	1
DB04338	1432	19.3938556517536	1
DB04338	5594	19000	1
DB04339	3832	63000.9999999999	1
DB04342	6564	12149074.03879	1
DB04348	6554	5300	1
DB04348	6555	41500	1
DB04348	10257	350000	1
DB04350	1118	13	1
DB04351	79068	1000001	1
DB04360	5645	200001	1
DB04360	10434	2300	1
DB04360	11313	529	1
DB04360	11343	32000	1
DB04365	1128	118.514083794326	1
DB04365	1129	111.32630734855	1
DB04365	1131	15655.6698994326	1
DB04365	1132	1731.35757116525	1
DB04365	1133	56000	1
DB04368	1636	100001	1
DB04368	4311	50000	1
DB04368	4312	2000	2
DB04368	4313	15000	2
DB04368	4314	100001	2
DB04368	4316	100001	2
DB04368	64146	7	3
DB04371	760	0.13	1
DB04377	3156	23.5	1
DB04394	760	0.62	1
DB04395	2710	900000.000000001	1
DB04396	3956	43266.6153055679	1
DB04396	3958	46912.3157676465	1
DB04396	3963	160000	1
DB04396	3964	61000	1
DB04396	3965	38000	1
DB04396	653499	160000	1
DB04398	760	3220000	2
DB04398	762	1530000	1
DB04398	763	3370000	1
DB04398	768	150000001	1
DB04398	6578	48000000.0000001	1
DB04398	79068	1000001	1
DB04407	5347	10000	1
DB04409	2246	474000	1
DB04409	2247	223000	1
DB04409	5770	4000001	1
DB04410	5644	32500	1
DB04416	4312	6150	1
DB04416	4313	20	1
DB04416	4314	4090	1
DB04416	4322	75.9299677334318	1
DB04422	147	10001	1
DB04422	150	10001	1
DB04422	151	10001	1
DB04422	152	10001	1
DB04422	553	10001	1
DB04422	1128	10001	1
DB04422	1129	10001	1
DB04422	1131	10001	1
DB04422	1132	10001	1
DB04422	1135	10001	1
DB04422	1812	10001	1
DB04422	1816	10001	1
DB04422	3269	10001	1
DB04422	3274	10001	1
DB04422	3350	10001	1
DB04422	3351	10001	1
DB04422	3352	10001	1
DB04422	3362	10001	1
DB04422	5021	10001	1
DB04422	6530	10001	1
DB04422	6531	10001	1
DB04422	6532	10001	1
DB04422	23576	640000	1
DB04422	59340	10001	1
DB04424	2147	3001	1
DB04424	2159	0.9	1
DB04424	5644	69	1
DB04429	7498	30001	1
DB04432	2147	22000	1
DB04432	2159	13.1941157262901	1
DB04432	5644	810	1
DB04440	100	7000	1
DB04444	759	300000001	1
DB04444	760	300000001	1
DB04444	762	69999.9999999999	1
DB04444	763	2.41e+08	1
DB04444	765	6e+05	1
DB04444	766	1240000	1
DB04444	768	48000000.0000001	1
DB04445	759	3e+05	1
DB04445	760	2.6e+07	1
DB04445	762	273946.440307544	1
DB04445	763	2.5e+07	1
DB04445	765	810000	1
DB04445	766	250000	1
DB04445	768	7e+06	1
DB04446	2147	58000	1
DB04446	2159	21000	1
DB04446	5327	15000	1
DB04454	206358	3.5e+07	1
DB04455	206358	1900000	1
DB04459	1991	547.722557505166	1
DB04459	5476	600	1
DB04462	1457	400	1
DB04462	1859	999	1
DB04465	3956	420000	1
DB04465	3958	110000	1
DB04465	3963	110000	1
DB04465	3964	62000.0000000001	1
DB04465	3965	23000	1
DB04465	653499	110000	1
DB04468	1588	530000	1
DB04468	2099	0.406613593464835	1
DB04468	2100	0.208889560434558	1
DB04468	2104	13	1
DB04468	7334	20001	1
DB04470	2147	7932.75052489419	2
DB04470	2159	1910.03610720774	2
DB04470	5327	1000	2
DB04470	5328	250	1
DB04470	5340	1062.65856918261	2
DB04470	5644	2000	1
DB04471	2099	18.3384080287239	1
DB04471	2100	330.77981523699	1
DB04473	2517	3e+05	1
DB04473	30835	6700000	1
DB04474	1017	37000	1
DB04474	1103	2e+05	1
DB04474	2167	150	1
DB04474	7276	2994.24251272198	1
DB04478	6652	1000	1
DB04480	1432	20001	1
DB04480	7046	1320	1
DB04480	7068	175	1
DB04489	1360	1100	1
DB04495	6714	90	1
DB04496	5226	159.373774505092	1
DB04500	759	4040	1
DB04500	760	7279.99999999999	1
DB04509	58190	9735	1
DB04519	55867	235500	1
DB04522	2346	523000	1
DB04522	2914	2000	1
DB04522	2916	2700	1
DB04523	1513	26	1
DB04525	5770	220	1
DB04531	3832	63000.9999999999	1
DB04540	1595	200001	1
DB04540	5243	8200	1
DB04540	5422	500001	1
DB04545	2548	85999.9999999999	1
DB04545	2629	23.3004070735121	5
DB04545	5836	684.835746730557	1
DB04546	191	4000	2
DB04549	760	2.3	1
DB04550	1230	125946.258539109	1
DB04550	1234	81684.4959585354	1
DB04550	54681	34200	1
DB04551	6578	5.1e+07	1
DB04552	2859	3610	1
DB04552	5743	7348.83664262583	1
DB04556	43	33000	1
DB04557	1588	28200	1
DB04557	1595	200001	1
DB04557	2152	105000	1
DB04557	2166	100001	1
DB04557	2167	180	1
DB04557	5468	1500	1
DB04557	10599	330	1
DB04557	28234	820	1
DB04564	2629	30000	1
DB04570	6564	12149074.03879	1
DB04572	1555	7476.96636970457	1
DB04573	6462	234	1
DB04574	412	60000	1
DB04574	10257	65383.4841531102	1
DB04577	1803	37515.549107338	1
DB04578	1803	23	1
DB04581	1584	285.315614714652	1
DB04581	1585	905.728436121998	1
DB04581	1588	150	1
DB04581	25797	1036.4046212468	1
DB04583	1723	2800	1
DB04586	239	100001	1
DB04586	246	100001	1
DB04588	3326	461	1
DB04590	2147	3700	3
DB04590	2155	35	3
DB04590	2159	410	3
DB04591	2147	4.6	1
DB04591	2159	50.5	1
DB04591	5327	840	1
DB04594	9356	98000	1
DB04600	412	39	1
DB04600	760	137	1
DB04600	1588	0.82	1
DB04601	412	277	1
DB04601	760	27	1
DB04601	1588	100	1
DB04604	132	26	3
DB04604	2030	229086.77	1
DB04604	5594	530	1
DB04604	84444	18099.7237547981	1
DB04605	1843	50000001.0000001	1
DB04605	3320	50000	1
DB04608	1019	3750	1
DB04608	1111	47	1
DB04608	6714	50001	1
DB04608	7465	97	1
DB04612	331	5	1
DB04616	43	8.8	1
DB04617	43	89	1
DB04619	2932	100001	1
DB04622	25797	5495.00116603069	1
DB04628	27159	40	1
DB04630	4306	9.27	1
DB04630	6462	4786	1
DB04632	1432	6000	1
DB04640	5770	4000001	1
DB04650	25	50.0056176844162	1
DB04652	6462	457	1
DB04652	6580	21700	1
DB04652	6581	290	1
DB04652	6582	34200	1
DB04652	10280	35600	1
DB04652	10682	100001	1
DB04658	2629	3800	3
DB04665	231	500001	1
DB04665	759	3100	1
DB04665	760	15159.528995765	1
DB04665	761	33466.4847272611	1
DB04665	762	20582.5168529021	1
DB04665	763	43359.0751746391	1
DB04665	765	20000.0499999375	1
DB04665	766	87066.0510432868	1
DB04665	768	60680.7425600267	1
DB04665	771	161586.471862101	1
DB04665	2597	691830.97	1
DB04665	7514	25001	1
DB04665	11238	32249.1116156709	1
DB04665	23632	3098.39442292295	1
DB04665	377677	447214.93713985	1
DB04688	3757	416869.38	1
DB04689	5465	112.989999557483	1
DB04689	5467	222.919985645074	1
DB04689	5468	50	1
DB04690	3178	82.7	1
DB04690	7015	300001	1
DB04690	7150	1496.66295470958	3
DB04690	7153	300001	1
DB04696	7298	245001	1
DB04697	2147	3	1
DB04705	3156	300	1
DB04705	6721	300	1
DB04707	3757	7943.28	1
DB04707	6093	68.869441699494	1
DB04707	6347	6918.31	1
DB04707	9475	575.44	1
DB04715	5292	25	1
DB04715	11040	1800	1
DB04716	207	28	1
DB04716	1017	3300	1
DB04716	1445	2100	1
DB04716	2263	940	1
DB04716	2321	1520	1
DB04716	2324	690	1
DB04716	2534	500	1
DB04716	3055	7700.00000000001	1
DB04716	3551	300	1
DB04716	3717	1.65096362444731	1
DB04716	3718	10.0826483760905	1
DB04716	3791	1400	1
DB04716	3932	8001.00000000001	1
DB04716	5170	20	1
DB04716	5578	1200	1
DB04716	5894	10001	1
DB04716	6714	8001.00000000001	1
DB04716	7010	24000	1
DB04716	7297	1	1
DB04719	1457	116.116320988912	1
DB04719	1459	122.049170419139	1
DB04719	1859	120	1
DB04719	5604	10500	1
DB04719	6195	10280	1
DB04719	6446	3570	1
DB04723	1369	5.24148278841779	1
DB04725	240	198.894619727394	1
DB04725	5742	160	1
DB04725	5743	370	1
DB04725	9536	5538.09597297816	1
DB04739	25	100	1
DB04739	1956	100001	1
DB04739	3735	160	1
DB04739	6714	7800	1
DB04743	1588	27000	1
DB04743	4048	100001	1
DB04743	4353	2100	1
DB04743	5742	14290.5658822373	1
DB04743	5743	522.780867425085	1
DB04745	759	6230	1
DB04745	760	200001	1
DB04745	761	570	1
DB04745	762	360	1
DB04745	763	410	1
DB04745	765	33	1
DB04745	766	420	1
DB04745	768	82	1
DB04745	771	93	1
DB04745	11238	750	1
DB04745	23632	36	1
DB04745	377677	65	1
DB04746	2194	1e+05	1
DB04751	983	191.293118277239	2
DB04751	1017	100	1
DB04751	1019	850	1
DB04751	1020	75	1
DB04751	2932	10001	1
DB04751	3643	5000	1
DB04751	5578	10001	1
DB04751	5579	10001	1
DB04751	5580	100001	1
DB04751	5581	100001	1
DB04751	5582	10001	1
DB04751	5583	100001	1
DB04751	5590	100001	1
DB04751	5595	9000	1
DB04751	6714	240	1
DB04751	10298	130	1
DB04759	4322	72	1
DB04760	4322	4.30364253214232	1
DB04761	4322	6600	1
DB04763	759	4000	1
DB04763	760	21	1
DB04763	761	3e+05	1
DB04763	762	60	1
DB04763	763	88	1
DB04763	765	65	1
DB04763	766	15	1
DB04763	768	14	1
DB04763	771	7	1
DB04763	11238	70	1
DB04763	23632	13	1
DB04763	377677	21	1
DB04767	2147	3400	1
DB04767	2155	130	1
DB04767	2159	25000	1
DB04769	4128	165800	1
DB04769	4129	13000	1
DB04769	5291	270	1
DB04769	5293	300	1
DB04769	55847	3260	1
DB04770	1859	250000	1
DB04770	5594	7e+05	1
DB04776	1859	1000001	1
DB04776	5594	1000001	1
DB04786	3276	18100	2
DB04786	5023	10001	1
DB04786	5024	1090	1
DB04786	5025	943.663075467087	1
DB04786	5029	50000	1
DB04786	5031	27000	1
DB04786	22933	1148.91252930761	2
DB04786	23408	25852.0215024665	1
DB04786	23411	300	2
DB04786	377841	100001	1
DB04787	5241	0.5	1
DB04794	1586	56.5	1
DB04794	1595	342	1
DB04794	5319	8889.99999999999	1
DB04794	23192	8500.00000000001	1
DB04797	1432	5	1
DB04808	9227	87423.1090730592	1
DB04813	2099	3940.88	1
DB04813	2100	29827.3842898602	1
DB04813	6580	3900	1
DB04813	6581	5500	1
DB04813	6582	1900	1
DB04813	55244	5200	1
DB04813	146802	6600	1
DB04815	3320	50000	1
DB04815	4986	5790	1
DB04816	4759	1000001	1
DB04818	4128	6590.61480862468	1
DB04818	4129	5903.20271932266	1
DB04818	6530	10001	1
DB04818	6531	10001	1
DB04818	6532	10001	1
DB04819	759	6e+06	1
DB04819	760	200000000.076923	1
DB04819	762	402492.235949962	1
DB04819	763	1.56e+08	1
DB04819	765	720000	1
DB04819	766	1840000	1
DB04819	768	3.3e+07	1
DB04821	1565	20001	1
DB04821	1812	10001	1
DB04821	3269	2700	1
DB04821	3350	1183	1
DB04821	3757	27001	1
DB04821	6530	4	3
DB04821	6531	7	3
DB04821	6532	800	3
DB04824	7298	1200	1
DB04824	9290	6667.177	1
DB04828	2739	229062.526228898	1
DB04828	5743	278.854800926934	1
DB04829	153	140	1
DB04829	1813	120	1
DB04829	1814	27	1
DB04829	1815	56	1
DB04829	1816	340	1
DB04829	3269	1540	1
DB04829	3350	1.0966565143301	1
DB04829	3352	3.9	1
DB04829	3354	93	1
DB04829	3356	0.76	3
DB04829	3357	0.98	2
DB04829	3358	1.1	3
DB04829	3361	9	1
DB04829	3362	2.29	2
DB04829	3363	6.6	1
DB04831	1559	6877.49954561976	1
DB04832	1812	10001	1
DB04832	3350	10001	1
DB04832	6530	9399.99999999999	1
DB04832	6531	10001	1
DB04832	6532	152	1
DB04834	759	4e+06	1
DB04834	760	6.3e+07	1
DB04834	762	441247.967559121	1
DB04834	763	5e+07	1
DB04834	765	730000	1
DB04834	766	1060000	1
DB04834	768	1.6e+07	1
DB04835	1234	25	1
DB04835	6582	255000	1
DB04835	55244	17300	1
DB04835	146802	297000	1
DB04836	759	6e+06	1
DB04836	760	200000000.076923	1
DB04836	762	402492.235949962	1
DB04836	763	1.56e+08	1
DB04836	765	720000	1
DB04836	766	1840000	1
DB04836	768	3.3e+07	1
DB04839	367	14	2
DB04839	2908	0.9	1
DB04839	5241	1001	1
DB04840	1565	23800	1
DB04841	774	1670	1
DB04841	4986	9480	1
DB04841	4988	2410	1
DB04841	8911	840	1
DB04841	8912	3600	1
DB04841	8913	530	1
DB04842	150	570	1
DB04842	151	48	1
DB04842	152	62	1
DB04842	153	590	1
DB04842	3269	12	1
DB04842	3350	56	1
DB04842	3351	1120	1
DB04842	3352	5000	1
DB04842	3354	2230	1
DB04842	3356	9.5	1
DB04842	3357	151.4	1
DB04842	3362	1188	1
DB04842	3757	2300	1
DB04842	4987	500	1
DB04842	6532	1000	1
DB04842	7494	4930	1
DB04843	1129	0.45	3
DB04843	6580	64900	1
DB04849	25	121.556580222035	1
DB04849	27	730	1
DB04849	90	3400	1
DB04849	91	1500	1
DB04849	92	10001	1
DB04849	93	10001	1
DB04849	94	10001	1
DB04849	207	10001	1
DB04849	208	10001	1
DB04849	238	2300	1
DB04849	558	490	1
DB04849	640	120	1
DB04849	657	10001	1
DB04849	658	10001	1
DB04849	659	10001	1
DB04849	660	10001	1
DB04849	673	10001	1
DB04849	695	4300	1
DB04849	780	1.7	1
DB04849	814	10001	1
DB04849	818	10001	1
DB04849	984	10001	1
DB04849	1017	10001	1
DB04849	1018	10001	1
DB04849	1019	10001	1
DB04849	1020	10001	1
DB04849	1022	10001	1
DB04849	1024	10001	1
DB04849	1025	10001	1
DB04849	1195	10001	1
DB04849	1196	10001	1
DB04849	1198	10001	1
DB04849	1263	10001	1
DB04849	1432	10001	1
DB04849	1436	13	1
DB04849	1445	10001	1
DB04849	1452	10001	1
DB04849	1454	2800	1
DB04849	1455	10001	1
DB04849	1456	10001	1
DB04849	1457	10001	1
DB04849	1459	10001	1
DB04849	1613	10001	1
DB04849	1760	10001	1
DB04849	1859	10001	1
DB04849	1956	481.763105082713	1
DB04849	1969	10001	1
DB04849	2011	10001	1
DB04849	2042	3700	1
DB04849	2043	10001	1
DB04849	2044	10001	1
DB04849	2045	620	1
DB04849	2046	5300	1
DB04849	2048	10001	1
DB04849	2049	10001	1
DB04849	2050	1100	1
DB04849	2051	220	1
DB04849	2064	3000	1
DB04849	2065	180	1
DB04849	2066	1400	1
DB04849	2081	510	1
DB04849	2185	10001	1
DB04849	2241	10001	1
DB04849	2242	10001	1
DB04849	2260	53	1
DB04849	2263	35	1
DB04849	2264	860	1
DB04849	2268	1100	1
DB04849	2321	0.74	1
DB04849	2322	8106.91250146182	1
DB04849	2324	4.3	1
DB04849	2444	720	1
DB04849	2475	10001	1
DB04849	2534	1200	1
DB04849	2868	10001	1
DB04849	2872	10001	1
DB04849	2931	10001	1
DB04849	2932	10001	1
DB04849	3055	590	1
DB04849	3480	10001	1
DB04849	3551	10001	1
DB04849	3645	10001	1
DB04849	3654	10001	1
DB04849	3702	10001	1
DB04849	3717	10001	1
DB04849	3718	10001	1
DB04849	3791	1.1	1
DB04849	3932	67	1
DB04849	3984	10001	1
DB04849	3985	10001	1
DB04849	4058	4300	1
DB04849	4067	270	1
DB04849	4117	10001	1
DB04849	4139	10001	1
DB04849	4145	10001	1
DB04849	4214	10001	1
DB04849	4215	10001	1
DB04849	4217	10001	1
DB04849	4233	493.48343780719	1
DB04849	4293	10001	1
DB04849	4294	10001	1
DB04849	4296	10001	1
DB04849	4593	10001	1
DB04849	4750	10001	1
DB04849	4751	10001	1
DB04849	4752	10001	1
DB04849	4914	10001	1
DB04849	4915	10001	1
DB04849	4916	10001	1
DB04849	4921	48	1
DB04849	5058	10001	1
DB04849	5062	10001	1
DB04849	5063	10001	1
DB04849	5127	10001	1
DB04849	5128	10001	1
DB04849	5129	10001	1
DB04849	5156	0.41	1
DB04849	5159	0.32	1
DB04849	5170	10001	1
DB04849	5218	10001	1
DB04849	5260	10001	1
DB04849	5261	10001	1
DB04849	5287	10001	1
DB04849	5288	10001	1
DB04849	5290	10001	1
DB04849	5291	10001	1
DB04849	5292	10001	1
DB04849	5293	10001	1
DB04849	5294	10001	1
DB04849	5298	10001	1
DB04849	5347	10001	1
DB04849	5562	10001	1
DB04849	5563	10001	1
DB04849	5566	10001	1
DB04849	5567	10001	1
DB04849	5580	10001	1
DB04849	5581	10001	1
DB04849	5584	10001	1
DB04849	5585	10001	1
DB04849	5586	10001	1
DB04849	5587	10001	1
DB04849	5588	10001	1
DB04849	5593	10001	1
DB04849	5594	10001	1
DB04849	5595	10001	1
DB04849	5596	10001	1
DB04849	5597	10001	1
DB04849	5598	10001	1
DB04849	5599	10001	1
DB04849	5600	10001	1
DB04849	5601	10001	1
DB04849	5602	10001	1
DB04849	5603	10001	1
DB04849	5604	10001	1
DB04849	5605	3100	1
DB04849	5606	10001	1
DB04849	5607	1500	1
DB04849	5608	10001	1
DB04849	5609	10001	1
DB04849	5610	10001	1
DB04849	5613	10001	1
DB04849	5747	10001	1
DB04849	5753	560	1
DB04849	5871	540	1
DB04849	5894	10001	1
DB04849	5979	204.199432400867	1
DB04849	6011	10001	1
DB04849	6093	10001	1
DB04849	6098	10001	1
DB04849	6195	10001	1
DB04849	6196	10001	1
DB04849	6197	10001	1
DB04849	6198	10001	1
DB04849	6300	10001	1
DB04849	6416	10001	1
DB04849	6714	81	1
DB04849	6725	10001	1
DB04849	6732	10001	1
DB04849	6787	10001	1
DB04849	6788	10001	1
DB04849	6789	4300	1
DB04849	6790	10001	1
DB04849	6792	10001	1
DB04849	6793	23	1
DB04849	6794	10001	1
DB04849	6795	2100	1
DB04849	6850	10001	1
DB04849	6885	10001	1
DB04849	7006	10001	1
DB04849	7010	140	1
DB04849	7016	10001	1
DB04849	7046	1700	1
DB04849	7048	10001	1
DB04849	7075	290	1
DB04849	7272	10001	1
DB04849	7294	10001	1
DB04849	7297	10001	1
DB04849	7301	830	1
DB04849	7444	10001	1
DB04849	7465	10001	1
DB04849	7525	260	1
DB04849	7535	10001	1
DB04849	7786	10001	1
DB04849	8394	10001	1
DB04849	8396	10001	1
DB04849	8428	10001	1
DB04849	8445	10001	1
DB04849	8476	10001	1
DB04849	8536	10001	1
DB04849	8550	10001	1
DB04849	8569	10001	1
DB04849	8573	10001	1
DB04849	8576	10001	1
DB04849	8621	10001	1
DB04849	8711	10001	1
DB04849	8737	10001	1
DB04849	8767	98	1
DB04849	8780	10001	1
