drugbank_id	entrez_gene	affinity_nM	n_pairs
DB01268	238	170	1
DB01268	558	9	1
DB01268	640	365.521861373727	1
DB01268	657	10001	1
DB01268	658	4899.22442841722	1
DB01268	659	3205.34555358499	1
DB01268	660	10001	1
DB01268	673	10001	1
DB01268	695	5944.31820762259	1
DB01268	780	2000	1
DB01268	814	5004.83779419411	1
DB01268	815	79999.9999999999	1
DB01268	816	1400000	1
DB01268	818	661.106137263268	1
DB01268	984	10001	1
DB01268	1017	10001	1
DB01268	1018	10001	1
DB01268	1019	3521.3633723318	1
DB01268	1020	8837.14501631382	1
DB01268	1022	1855.72637312815	1
DB01268	1024	10001	1
DB01268	1025	10001	1
DB01268	1111	3e+05	1
DB01268	1195	40.313788079702	1
DB01268	1196	49.2174872863577	1
DB01268	1198	10001	1
DB01268	1263	10001	1
DB01268	1432	10001	1
DB01268	1436	11.8920711500272	1
DB01268	1445	10001	1
DB01268	1452	233.345237791561	1
DB01268	1454	73.1043722747453	1
DB01268	1455	618.575457709384	1
DB01268	1456	1349.61918045684	1
DB01268	1457	831.618977825076	1
DB01268	1459	1687.25719471791	1
DB01268	1612	120	1
DB01268	1613	154.572887186255	1
DB01268	1760	10001	1
DB01268	1859	200	1
DB01268	1956	8169.54634308915	1
DB01268	1969	10001	1
DB01268	2011	312.470314810458	1
DB01268	2042	11809.1678289973	1
DB01268	2043	10001	1
DB01268	2044	5158.57831366737	1
DB01268	2045	5057.00765117692	1
DB01268	2046	10001	1
DB01268	2048	10001	1
DB01268	2049	10001	1
DB01268	2050	5110.55194938596	1
DB01268	2051	921.954445729288	1
DB01268	2053	10001	1
DB01268	2064	10001	1
DB01268	2065	10001	1
DB01268	2066	10001	1
DB01268	2081	600	1
DB01268	2185	82	1
DB01268	2241	4595.57391070146	1
DB01268	2242	5398.47672182736	1
DB01268	2260	709.284768970708	1
DB01268	2263	553.649945172878	1
DB01268	2264	5944.31820762259	1
DB01268	2268	874.39669765432	1
DB01268	2321	10.1221438534263	1
DB01268	2322	1.18180133311383	1
DB01268	2324	43.3520082190562	1
DB01268	2444	2980.40902350885	1
DB01268	2475	10001	1
DB01268	2534	860.535239108187	1
DB01268	2868	140	1
DB01268	2872	8291.89708892696	1
DB01268	2931	10001	1
DB01268	2932	10001	1
DB01268	3055	4563.40407308125	1
DB01268	3480	2600	1
DB01268	3551	10001	1
DB01268	3643	300	1
DB01268	3645	2418.0676983185	1
DB01268	3654	14	1
DB01268	3702	73.1043722747453	1
DB01268	3717	504.510089493528	1
DB01268	3718	1200	1
DB01268	3757	500	1
DB01268	3791	2.48039289116735	1
DB01268	3932	1274.14401340166	1
DB01268	3984	10001	1
DB01268	3985	10001	1
DB01268	4058	1800	1
DB01268	4067	1075.73945120778	1
DB01268	4117	10001	1
DB01268	4139	6748.09590228419	1
DB01268	4140	512.249938994628	1
DB01268	4145	8775.40312464335	1
DB01268	4214	10001	1
DB01268	4215	220	1
DB01268	4217	10001	1
DB01268	4233	5269.13943158234	1
DB01268	4293	3400	1
DB01268	4294	10001	1
DB01268	4296	7310.43722747454	1
DB01268	4593	2755.47249343271	1
DB01268	4638	280	1
DB01268	4750	10001	1
DB01268	4751	3141.05368067641	1
DB01268	4752	10001	1
DB01268	4914	137.078414422273	1
DB01268	4915	590	1
DB01268	4916	5100	1
DB01268	4921	6619.54721440187	1
DB01268	5058	10001	1
DB01268	5062	10001	1
DB01268	5063	16	1
DB01268	5127	452.246578788868	1
DB01268	5128	1200	1
DB01268	5129	9559.80252823593	1
DB01268	5156	4.44249646900376	1
DB01268	5159	0.33157546752718	1
DB01268	5170	19681.9463816622	1
DB01268	5218	270	1
DB01268	5260	40.607645242229	1
DB01268	5261	35.0151676536409	1
DB01268	5287	10001	1
DB01268	5288	10001	1
DB01268	5290	10001	1
DB01268	5291	10001	1
DB01268	5292	10001	1
DB01268	5293	10001	1
DB01268	5294	10001	1
DB01268	5298	10001	1
DB01268	5347	10001	1
DB01268	5562	28.4219255845587	1
DB01268	5563	500.483779419411	1
DB01268	5566	10001	1
DB01268	5567	10001	1
DB01268	5580	10001	1
DB01268	5581	10001	1
DB01268	5584	10001	1
DB01268	5585	710	1
DB01268	5586	7310.43722747454	1
DB01268	5587	1743.25810809008	1
DB01268	5588	24180.676983185	1
DB01268	5593	10001	1
DB01268	5594	10001	1
DB01268	5595	10001	1
DB01268	5596	10001	1
DB01268	5597	10001	1
DB01268	5598	9967.21936004812	1
DB01268	5599	10001	1
DB01268	5600	10001	1
DB01268	5601	6214.87930267052	1
DB01268	5602	7548.34549538908	1
DB01268	5603	10001	1
DB01268	5604	731.043722747454	1
DB01268	5605	618.575457709384	1
DB01268	5606	5540.02756115002	1
DB01268	5607	46	1
DB01268	5608	8041.98760501139	1
DB01268	5609	10001	1
DB01268	5610	3767.68687877534	1
DB01268	5613	10001	1
DB01268	5747	1551.47600304082	1
DB01268	5753	7719.95725029349	1
DB01268	5871	574.484986749001	1
DB01268	5894	10001	1
DB01268	5979	58.2951995508289	1
DB01268	6011	290	1
DB01268	6093	460	1
DB01268	6098	10001	1
DB01268	6195	548.675899674644	1
DB01268	6196	206.176859122691	1
DB01268	6197	289.549135331385	1
DB01268	6198	97.9795897113271	1
DB01268	6300	10001	1
DB01268	6416	4121.56004758288	1
DB01268	6714	9037.48885128602	1
DB01268	6725	10001	1
DB01268	6732	1405.85331297587	1
DB01268	6787	10001	1
DB01268	6788	314.911142106596	1
DB01268	6789	104.512699945964	1
DB01268	6790	2386.28699789255	1
DB01268	6792	10001	1
DB01268	6793	45.773086091258	1
DB01268	6794	213.689703572333	1
DB01268	6795	252.347081341024	1
DB01268	6850	10001	1
DB01268	6885	93	1
DB01268	7006	10001	1
DB01268	7010	10001	1
DB01268	7016	10001	1
DB01268	7046	10001	1
DB01268	7048	10001	1
DB01268	7075	7306.63064218351	1
DB01268	7272	306.763001406402	1
DB01268	7294	10001	1
DB01268	7297	881.034651803965	1
DB01268	7301	275.547249343271	1
DB01268	7444	10001	1
DB01268	7465	6185.75457709384	1
DB01268	7525	548.766062312792	1
DB01268	7535	10001	1
DB01268	7786	100	1
DB01268	8394	30366.4315602789	1
DB01268	8396	219.313116824236	1
DB01268	8428	354.27503486992	1
DB01268	8445	680	1
DB01268	8476	10001	1
DB01268	8536	4462.96402958566	1
DB01268	8550	10001	1
DB01268	8569	7306.63064218351	1
DB01268	8573	10001	1
DB01268	8576	289.257751200788	1
DB01268	8621	10001	1
DB01268	8711	680	1
DB01268	8737	2080.66290320429	1
DB01268	8767	10001	1
DB01268	8780	21368.9703572333	1
DB01268	8814	10001	1
DB01268	8899	390	1
DB01268	8999	1100	1
DB01268	9024	6185.75457709384	1
DB01268	9064	10001	1
DB01268	9088	10001	1
DB01268	9113	3542.7503486992	1
DB01268	9128	390	1
DB01268	9149	12933.850479378	1
DB01268	9201	2080.66290320429	1
DB01268	9252	435.732564277742	1
DB01268	9261	10001	1
DB01268	9262	438.26422086243	1
DB01268	9263	1000	1
DB01268	9344	10001	1
DB01268	9448	140	1
DB01268	9578	10001	1
DB01268	9641	3486.51621618017	1
DB01268	9748	200.272056602002	1
DB01268	9833	1968.19463816622	1
DB01268	9874	4161.32580640859	1
DB01268	9891	269.923836091367	1
DB01268	9943	530	1
DB01268	10000	10001	1
DB01268	10114	41	1
DB01268	10188	5585.5708464736	1
DB01268	10298	36452.5434266056	1
DB01268	10461	26	1
DB01268	10494	1630.78984305201	1
DB01268	10645	1500000	1
DB01268	10733	250.70650304685	1
DB01268	10746	57	1
DB01268	10769	4700	1
DB01268	10783	10001	1
DB01268	11011	330	1
DB01268	11040	8409.59481696551	1
DB01268	11113	21931.3116824236	1
DB01268	11183	52.7553615929777	1
DB01268	11184	89.9746120304559	1
DB01268	11200	8.42614977317636	1
DB01268	11329	410	1
DB01268	22858	470	1
DB01268	22933	122700	1
DB01268	22983	200	1
DB01268	23012	4213.4286036902	1
DB01268	23043	79.0569415042095	1
DB01268	23097	10001	1
DB01268	23235	3261.57968610402	1
DB01268	23387	10001	1
DB01268	23396	10001	1
DB01268	23476	500	1
DB01268	23604	694.107587792533	1
DB01268	23678	220	1
DB01268	23683	1574.55571053298	1
DB01268	25778	1300	1
DB01268	25989	42	1
DB01268	26524	460	1
DB01268	27102	10001	1
DB01268	27148	10001	1
DB01268	27330	4899.22442841722	1
DB01268	27347	140	1
DB01268	28996	31	1
DB01268	29110	120	1
DB01268	30811	500	1
DB01268	51135	66	1
DB01268	51265	10001	1
DB01268	51347	210	1
DB01268	51701	10001	1
DB01268	51765	1911.96050564719	1
DB01268	51776	10001	1
DB01268	53904	6768.35063788427	1
DB01268	53944	5229.77432427024	1
DB01268	54861	640	1
DB01268	55351	10001	1
DB01268	55589	11.9160153047126	1
DB01268	55781	49	1
DB01268	56924	13496.1918045684	1
DB01268	56997	10001	1
DB01268	57118	2367.74363554913	1
DB01268	57144	3598.98448121823	1
DB01268	57172	3030.38847759309	1
DB01268	57396	128.616097386182	1
DB01268	57551	1993.46132113575	1
DB01268	57787	3600	1
DB01268	65061	10001	1
DB01268	65975	95.5980252823593	1
DB01268	79837	10001	1
DB01268	79934	10001	1
DB01268	80122	17	1
DB01268	80351	8900	1
DB01268	81788	843.511987785523	1
DB01268	83732	196.819463816622	1
DB01268	83942	35427.503486992	1
DB01268	84254	1947.36757399293	1
DB01268	84446	3500000	1
DB01268	85366	162.962997828393	1
DB01268	85443	618.575457709384	1
DB01268	91754	10001	1
DB01268	91807	727.323861838727	1
DB01268	120892	91.4330356052997	1
DB01268	122011	550	1
DB01268	131890	180	1
DB01268	140609	23055.9943328043	1
DB01268	140803	10001	1
DB01268	140901	1300	1
DB01268	147746	160	1
DB01268	150094	17994.9224060912	1
DB01268	166614	2700	1
DB01268	167359	850	1
DB01268	202374	10001	1
DB01268	225689	10001	1
DB01268	255239	1743.25810809008	1
DB01268	282974	10001	1
DB01268	285220	1153.34947878468	1
DB01268	340156	84.3511987785524	1
DB01268	341676	10001	1
DB01268	388228	200	1
DB01268	389840	1300	1
DB01268	415116	2400	1
DB01268	440275	180000	1
DB01268	494551	10001	1
DB01268	100130827	1900	1
DB01268	100533105	220	1
DB01268	102724428	17994.9224060912	1
DB01268	102800317	73.1043722747453	1
DB01273	1139	125	1
DB01273	89832	125	2
DB01274	153	319	2
DB01274	154	23	2
DB01274	155	8090.00000000001	1
DB01274	1813	10001	1
DB01283	5742	7	1
DB01283	5743	320	1
DB01288	153	10001	1
DB01288	155	10001	1
DB01294	231	1000001	1
DB01294	351	1801	1
DB01294	759	39341.0716046405	1
DB01294	760	33444.3957653262	1
DB01294	761	885000	1
DB01294	762	11100	1
DB01294	763	678000	1
DB01294	765	166156.552684509	1
DB01294	766	82100	1
DB01294	768	78700	1
DB01294	771	8800.00000000001	1
DB01294	4314	25000001	1
DB01294	5743	10001	2
DB01294	5770	19400000	1
DB01294	9376	1020000	1
DB01294	11238	355000	1
DB01294	23632	49800	1
DB01297	153	724	1
DB01297	155	100001	1
DB01303	43	3013006.02	1
DB01321	3757	102329.3	1
DB01325	759	35000	1
DB01325	760	1260	1
DB01326	5778	100	1
DB01326	6564	8100000	1
DB01326	6565	2800000	1
DB01326	9356	30	1
DB01326	9376	46	1
DB01326	10864	1570000	1
DB01326	55867	1140	1
DB01327	6564	30000001	1
DB01327	9356	180	1
DB01327	9376	550	1
DB01327	55867	1740	1
DB01329	9356	210	1
DB01329	9376	1890	1
DB01329	10864	1330000	1
DB01329	55867	2800	1
DB01330	60489	69300	1
DB01330	200315	29600	1
DB01330	100913187	29600	1
DB01331	6564	1e+07	1
DB01333	6564	309903.210696501	1
DB01339	6582	3500	1
DB01339	55244	1900	1
DB01339	146802	25200	1
DB01342	185	6.9	1
DB01346	213	309030	1
DB01346	1129	7.5	1
DB01346	1559	32000	1
DB01346	1565	17.1464281994822	5
DB01346	3757	324	2
DB01346	5243	3605.55127546399	3
DB01346	6580	51600	2
DB01346	55244	11200	1
DB01349	185	34.8711915483254	1
DB01359	3350	8	1
DB01361	1576	28330.1215789082	1
DB01361	5243	205806.734583687	1
DB01364	150	2011	1
DB01364	151	1100.79970930229	1
DB01364	152	929.386894678422	1
DB01364	6530	337.512449033255	1
DB01364	6531	1654.7416712984	1
DB01367	4128	9700	2
DB01367	4129	700	1
DB01375	6536	31600	1
DB01375	206358	5100000	1
DB01388	774	746.619046100486	1
DB01388	1565	63	1
DB01388	1576	2300	1
DB01388	3757	258.978763608138	1
DB01388	5243	1563.10265081841	1
DB01388	7334	20001	1
DB01388	8911	354.964786985977	1
DB01388	8912	253.964686494773	1
DB01388	8913	1011.80201407871	1
DB01390	759	12547674.6310953	2
DB01390	760	73000000.0000001	2
DB01390	762	5700000	2
DB01390	763	88260976.6544649	1
DB01390	765	690000	2
DB01390	766	207846.096908265	1
DB01390	768	2084885.10697787	1
DB01392	146	67.9705818718657	3
DB01392	147	18.4350780118384	3
DB01392	148	64.1716448285378	3
DB01392	150	1.4	5
DB01392	151	2.79279003138438	2
DB01392	152	0.69621565730558	5
DB01392	993	22300	1
DB01392	1565	31	3
DB01392	1812	10001	1
DB01392	3350	496.463364038595	1
DB01392	3351	35.5190297272491	1
DB01392	3352	33.1221104605852	1
DB01392	3354	1764.1440663185	1
DB01392	3355	91.599126633391	1
DB01392	3356	1166.55806311894	1
DB01392	3357	37.0186979424265	1
DB01392	3358	3208.74858601616	1
DB01392	6530	20001	1
DB01392	6532	1000	1
DB01392	7150	30000	1
DB01393	2169	33000	1
DB01394	190	67569	1
DB01394	1576	50001	1
DB01394	2516	67569	1
DB01394	5243	50001	1
DB01394	6581	120	1
DB01396	6772	55701	1
DB01397	231	1000001	1
DB01397	351	1801	1
DB01397	759	39341.0716046405	1
DB01397	760	33444.3957653262	1
DB01397	761	885000	1
DB01397	762	11100	1
DB01397	763	678000	1
DB01397	765	166156.552684509	1
DB01397	766	82100	1
DB01397	768	78700	1
DB01397	771	8800.00000000001	1
DB01397	4314	25000001	1
DB01397	5743	10001	2
DB01397	5770	19400000	1
DB01397	9376	1020000	1
DB01397	11238	355000	1
DB01397	23632	49800	1
DB01398	231	1000001	1
DB01398	351	1801	1
DB01398	759	39341.0716046405	1
DB01398	760	33444.3957653262	1
DB01398	761	885000	1
DB01398	762	11100	1
DB01398	763	678000	1
DB01398	765	166156.552684509	1
DB01398	766	82100	1
DB01398	768	78700	1
DB01398	771	8800.00000000001	1
DB01398	4314	25000001	1
DB01398	5743	10001	2
DB01398	5770	19400000	1
DB01398	9376	1020000	1
DB01398	11238	355000	1
DB01398	23632	49800	1
DB01399	5743	10001	1
DB01400	43	23000	1
DB01401	43	3013006.02	1
DB01401	231	1000001	1
DB01401	351	1801	1
DB01401	759	39341.0716046405	1
DB01401	760	33444.3957653262	1
DB01401	761	885000	1
DB01401	762	11100	1
DB01401	763	678000	1
DB01401	765	166156.552684509	1
DB01401	766	82100	1
DB01401	768	78700	1
DB01401	771	8800.00000000001	1
DB01401	4314	25000001	1
DB01401	5743	10001	2
DB01401	5770	19400000	1
DB01401	9376	1020000	1
DB01401	11238	355000	1
DB01401	23632	49800	1
DB01403	3269	0.58	1
DB01406	6462	6.3	1
DB01409	1128	0.039496835316263	1
DB01409	1129	0.0508069079410787	1
DB01409	1131	0.0446984942706822	1
DB01409	1132	0.0078	1
DB01409	1133	0.0266	1
DB01413	6564	30000001	1
DB01413	6565	1.1e+07	1
DB01415	6564	340000	1
DB01416	6564	30000001	1
DB01416	6565	3.1e+07	1
DB01420	367	0.25	1
DB01420	1586	56	1
DB01422	1508	118349.005995733	1
DB01422	10988	55	1
DB01422	23173	15001	1
DB01427	5138	652945.469306116	1
DB01427	5346	79477	1
DB01427	440503	78816	1
DB01433	3757	2187.76	1
DB01434	1588	140	1
DB01440	206358	64999999.9999999	1
DB01445	3356	46.6368952654441	1
DB01445	3358	70	1
DB01445	6532	1200	1
DB01446	1813	10001	1
DB01446	3269	10001	1
DB01446	3274	10001	1
DB01446	3359	10001	1
DB01454	147	10001	1
DB01454	150	2532	1
DB01454	151	1785	1
DB01454	152	1123	1
DB01454	1128	10001	1
DB01454	1129	10001	1
DB01454	1131	1851	1
DB01454	1132	8245	1
DB01454	1135	10001	1
DB01454	1139	10001	1
DB01454	1565	17149.9271135477	1
DB01454	1812	10001	2
DB01454	1816	10001	1
DB01454	3269	2138	1
DB01454	3274	10001	1
DB01454	3350	10001	2
DB01454	3351	10001	1
DB01454	3352	10001	1
DB01454	3354	10001	1
DB01454	3357	900	3
DB01454	3362	10001	1
DB01454	6530	10001	1
DB01454	6531	10001	1
DB01454	6532	110.338338038056	1
DB01454	89832	10001	2
DB01460	3350	47	1
DB01460	3362	575	1
DB01462	4985	184.6	1
DB01462	4986	116.3	1
DB01465	3356	1047.47315001388	1
DB01465	3357	1039	1
DB01465	3358	104	1
DB01471	6462	1.7	1
DB01477	759	4e+06	1
DB01477	760	6.3e+07	1
DB01477	762	441247.967559121	1
DB01477	763	5e+07	1
DB01477	765	730000	1
DB01477	766	1060000	1
DB01477	768	1.6e+07	1
DB01477	58190	7001	1
DB01482	759	6e+06	1
DB01482	760	200000000.076923	1
DB01482	762	402492.235949962	1
DB01482	763	1.56e+08	1
DB01482	765	720000	1
DB01482	766	1840000	1
DB01482	768	3.3e+07	1
DB01484	3354	556	1
DB01484	3356	0.29	3
DB01484	3357	15.0098495310336	1
DB01484	3358	3.99280540052645	1
DB01486	147	9600	1
DB01486	150	2284.78342966876	1
DB01486	151	1886.00765144608	1
DB01486	152	910.169193841212	1
DB01486	6530	40.1712276730973	1
DB01486	6531	301.962566502331	1
DB01488	3350	410	1
DB01488	3356	65	1
DB01488	3357	101	1
DB01488	3358	33	1
DB01488	3362	68	1
DB01494	206358	1900000	1
DB01497	4985	1.44913767461894	1
DB01497	4986	0.161245154965971	3
DB01497	4988	0.5	2
DB01509	1812	10001	1
DB01509	3350	10001	1
DB01509	3357	100	3
DB01509	6530	266	1
DB01509	6531	890	1
DB01509	6532	10001	1
DB01511	706	1798870915.13	1
DB01515	3757	3981071.71	1
DB01516	3356	57.9	1
DB01516	3357	307	1
DB01516	3358	87.7	1
DB01520	5547	20	1
DB01520	10280	1505.3238854147	1
DB01522	3757	2187.76	1
DB01524	367	212	2
DB01524	2099	180	2
DB01524	2100	9.9	2
DB01524	6462	0.676	1
DB01526	6462	1	1
DB01528	3350	7267	1
DB01528	3356	80.1623352953243	1
DB01530	6462	0.776	1
DB01535	4986	43.1	1
DB01535	4988	0.024	1
DB01536	1588	20	2
DB01536	3293	673.35791053687	1
DB01536	6462	35	1
DB01536	6715	2700	1
DB01536	6716	84	1
DB01537	3356	2.82059642331833	1
DB01544	706	3801893963.21	1
DB01544	2554	4.5	1
DB01544	2556	15.7	1
DB01544	2559	10001	1
DB01548	4985	0.297948972540029	3
DB01548	4986	0.107861690811684	2
DB01548	4988	0.184073773189859	1
DB01555	3757	2187.76	1
DB01560	150	6808	1
DB01560	151	918	1
DB01560	152	765	1
DB01560	6530	12.4	1
DB01560	6531	18.5	1
DB01560	6532	2366	1
DB01564	6462	1.7	1
DB01565	4985	203.4	1
DB01565	4986	83.8	1
DB01570	4986	122.2	2
DB01570	4988	0.013	2
DB01571	4986	57.4	1
DB01571	4988	0.02	1
DB01576	1812	10001	1
DB01576	3350	6606	1
DB01576	6530	7.1	1
DB01576	6531	271.910935824513	1
DB01576	10280	46400	1
DB01577	1812	10001	1
DB01577	3350	10001	1
DB01577	6530	12.3	1
DB01577	6531	24.5	1
DB01577	6532	736	1
DB01577	10280	8319.99999999999	1
DB01580	6580	28600	1
DB01583	367	50001	1
DB01583	5111	3600	2
DB01583	7067	0.0764095001648921	2
DB01583	7068	0.0930073043882562	2
DB01583	7276	7170.00000000001	2
DB01583	9971	7860	1
DB01586	6554	3600	1
DB01586	6555	3300	2
DB01591	175	5e+06	1
DB01591	1128	63.5	1
DB01591	1129	573.7	1
DB01591	1131	130.8	1
DB01591	54583	100001	1
DB01591	390245	710000	1
DB01595	706	1e+10	1
DB01595	3269	10001	1
DB01595	23081	200001	1
DB01597	9356	1470000	1
DB01597	9376	231000	1
DB01599	246	14000	1
DB01599	7412	50001	1
DB01601	1576	742.895884144657	1
DB01601	3757	8511.38	1
DB01601	5243	4184.49519058154	1
DB01606	114294	3168.58332988244	1
DB01616	2357	43701	1
DB01616	2358	40301	1
DB01616	3172	39842	1
DB01616	5346	2261	1
DB01616	440503	2655	1
DB01618	150	759.898416708998	1
DB01618	151	557.8	1
DB01618	152	172.6	1
DB01618	1129	10001	1
DB01618	1131	10001	1
DB01618	3269	6794.03017349641	1
DB01618	3350	3797	1
DB01618	3356	2208.01484272036	1
DB01618	3358	7071.42135641768	1
DB01618	3362	1008	1
DB01618	3363	265	1
DB01620	59340	4184	1
DB01623	150	79.9	2
DB01623	151	50.2	1
DB01623	152	51.9	1
DB01623	1128	2600	1
DB01623	1129	2616.45020202568	1
DB01623	1131	1600	2
DB01623	1132	1540	1
DB01623	3269	4	2
DB01623	3350	410.4	1
DB01623	3356	50	1
DB01623	3358	412.625217358319	2
DB01623	3362	208.4	2
DB01623	7334	20001	1
DB01624	3362	169	1
DB01624	7334	20001	1
DB01625	58190	3268	1
DB01626	4129	1800	1
DB01627	213	12000	1
DB01627	5444	11116000	1
DB01628	1432	530	1
DB01628	1576	50001	1
DB01628	5732	1991.76447452384	1
DB01628	5742	34641.1893560253	1
DB01628	5743	2825.19773069743	1
DB01628	10599	10001	1
DB01642	3956	10000001	1
DB01642	3957	10000001	2
DB01642	3958	4400000	2
DB01642	3963	4800000	1
DB01642	3964	5300000	1
DB01642	3965	3300000	1
DB01642	5834	24700000	1
DB01642	653499	4800000	1
DB01645	25	19748.4176581315	1
DB01645	207	70001	1
DB01645	231	20000	1
DB01645	316	340	1
DB01645	367	1300000	1
DB01645	1432	61400	1
DB01645	1445	50001	1
DB01645	1588	1e+05	1
DB01645	1956	1269.82343247387	1
DB01645	2099	370	1
DB01645	2100	24	1
DB01645	2101	10	1
DB01645	3292	2210	1
DB01645	3293	30300	1
DB01645	3294	16500	1
DB01645	4759	380000	1
DB01645	4953	26000	1
DB01645	5243	26303	1
DB01645	5566	100001	1
DB01645	5578	15000	1
DB01645	5742	79999.9999999999	1
DB01645	6462	39811	1
DB01645	6714	27387.4971474211	1
DB01645	6850	39000	1
DB01645	7498	482182.779140857	1
DB01645	8972	10400	1
DB01645	9429	7792.30389551127	1
DB01645	10062	31000	1
DB01645	10599	5000	1
DB01645	28234	2960	1
DB01647	5142	420	1
DB01647	5151	200001	1
DB01647	5153	200001	1
DB01647	27115	200001	1
DB01650	759	3196.93717356891	1
DB01650	760	9233.21328444866	1
DB01650	761	1000001	1
DB01650	762	62300	1
DB01650	763	1000001	1
DB01650	765	1000001	1
DB01650	766	1000001	1
DB01650	768	464160.739992634	1
DB01650	771	1000001	1
DB01650	4790	50000	1
DB01650	11238	578000	1
DB01650	23632	1000001	1
DB01650	377677	1000001	1
DB01656	5141	0.59	1
DB01656	5142	1.74470802499385	1
DB01656	5144	11.144505372604	1
DB01656	5151	200001	1
DB01656	5153	200001	1
DB01656	27115	200001	1
DB01658	7086	22	1
DB01660	5024	40.3	1
DB01664	6505	1000001	1
DB01664	6506	240000	1
DB01664	6507	270000	1
DB01668	207	313	1
DB01668	8767	2141	1
DB01677	760	988999.999999999	1
DB01677	54583	2e+05	1
DB01677	79068	150000	1
DB01677	390245	1600000	1
DB01678	6714	0.25	1
DB01683	1215	13.1	1
DB01683	11330	89.7069937836128	1
DB01687	3956	420000	1
DB01687	3958	110000	1
DB01687	3963	110000	1
DB01687	3964	62000.0000000001	1
DB01687	3965	23000	1
DB01687	653499	110000	1
DB01688	43	93.9148550549912	1
DB01689	231	108	1
DB01694	1610	10000001	1
DB01694	8528	3922000	1
DB01694	63826	2820000	1
DB01696	9376	275000	1
DB01696	9615	4340	1
DB01700	471	25000	1
DB01702	249	100001	1
DB01703	1813	22.7156333832011	7
DB01703	1814	0.84	7
DB01703	1815	0.37	7
DB01703	3350	0.5	7
DB01708	2539	7428.32417170926	1
DB01708	6462	14	1
DB01717	5024	10.4	1
DB01718	317	52440.7046100641	1
DB01718	842	100001	1
DB01718	1759	4370	1
DB01718	7334	20001	1
DB01723	2280	1.8	3
DB01727	54583	10000001	1
DB01727	79068	1000001	1
DB01729	3632	15000	1
DB01729	3708	300	1
DB01729	3710	195	1
DB01734	5770	10000	1
DB01737	2159	1800	1
DB01739	206358	3.7e+07	1
DB01741	2147	69999.9999999999	1
DB01741	2155	135	1
DB01741	2159	1200	1
DB01741	3818	12	1
DB01741	5644	2900	1
DB01744	8989	513809.303146605	1
DB01745	5328	9300.00000000001	1
DB01746	248	5001	1
DB01746	249	5001	1
DB01746	9373	5001	1
DB01746	206358	1e+08	1
DB01748	760	1.1	1
DB01752	1786	1669.85469902551	1
DB01752	1789	246.621207433047	1
DB01752	2194	150000	2
DB01752	3176	10500	2
DB01752	3276	400	1
DB01752	6839	4900	1
DB01752	10498	586.515131944607	1
DB01752	10919	570	1
DB01752	11185	2000	1
DB01752	84444	71	2
DB01756	5226	1179.40663047144	1
DB01758	2357	43701	1
DB01758	2358	40301	1
DB01759	1610	2000	1
DB01759	7299	45957.5818480162	1
DB01761	1432	110	1
DB01761	1956	10001	1
DB01761	3932	20001	1
DB01761	5601	450	2
DB01761	5894	1001	2
DB01765	1457	170	1
DB01767	2147	173.470053220395	1
DB01767	2155	1387.08327075198	1
DB01767	2159	51.9615242270663	1
DB01767	5644	2068.09090709282	1
DB01771	2147	240000	1
DB01771	2159	60000	1
DB01771	5644	2300	1
DB01772	1017	150	1
DB01772	1018	80	1
DB01772	1020	6800	1
DB01772	1022	41	1
DB01772	1024	40000	1
DB01772	1025	410	1
DB01772	1195	16	1
DB01772	1196	10	1
DB01772	1198	310	1
DB01772	1263	40000	1
DB01772	2931	1.5	1
DB01772	2932	0.053	1
DB01772	5127	12	1
DB01772	5128	69	1
DB01772	5129	110	1
DB01772	5347	23000	1
DB01772	5594	40000	1
DB01772	5595	40000	1
DB01772	5596	40000	1
DB01772	5597	40000	1
DB01772	5598	5600	1
DB01772	5610	14000	1
DB01772	6790	40000	1
DB01772	6795	23000	1
DB01772	7272	6699.99999999999	1
DB01772	8576	230	1
DB01772	9149	87	1
DB01772	10733	320	1
DB01772	23097	40000	1
DB01772	57396	110	1
DB01772	225689	32	1
DB01773	6714	7000	1
DB01776	43	474.763098818769	1
DB01782	1017	3200	1
DB01782	1196	300	1
DB01782	1432	30001	1
DB01782	1454	3100	1
DB01782	1613	410	1
DB01782	2011	1800	1
DB01782	2042	4000	1
DB01782	2872	1000	1
DB01782	5127	180	1
DB01782	5261	480	1
DB01782	5599	40	2
DB01782	5601	40	2
DB01782	5602	22	2
DB01782	5610	8000	1
DB01782	6196	2200	1
DB01782	6300	2400	1
DB01782	6789	2200	1
DB01782	6790	980	1
DB01782	6795	5300	1
DB01782	7272	98	2
DB01782	8536	4100	1
DB01782	8576	510	1
DB01782	9252	1700	1
DB01782	9748	2300	1
DB01782	10733	770	1
DB01782	11040	460	1
DB01782	23012	2300	1
DB01782	23043	480	1
DB01782	23604	610	1
DB01782	53944	3700	1
DB01782	55589	25	1
DB01782	57118	1400	1
DB01782	57172	4200	1
DB01782	57396	260	1
DB01782	102800317	3100	1
DB01784	760	435	1
DB01786	206358	2800000	2
DB01791	5141	2.5298221281347	1
DB01791	5142	0.547511216306491	1
DB01791	5143	7.29383301152419	1
DB01791	5144	0.322685729204909	1
DB01791	5151	200001	1
DB01791	5153	67999.9999999999	1
DB01791	27115	8800.00000000001	1
DB01793	2931	76	1
DB01793	2932	97.4052553217943	1
DB01795	759	43317813.9044323	1
DB01795	760	18211624.9030098	1
