drugbank_id	bindingdb_id	uniprot	entrez_gene	measure	affinity_nM	n_measures	sources	pubmeds
DB00035	50205308	P30518	554	Ki	23.3	1	ChEMBL	15084136
DB00035	50205308	P37288	552	Ki	62.4	1	ChEMBL	15084136
DB00035	50205308	P47901	553	Ki	5.8	1	ChEMBL	15084136
DB00050	50369965	P30968	2798	Kd	1.26	1	ChEMBL	11462984
DB00091	86672	Q9NPD5	28234	Ki	1200	1	PDSP Ki	15665139
DB00091	50022815	O94956	11309	Ki	36000	1	ChEMBL	22541068
DB00091	50022815	O95342	8647	IC50	7648.52927	2	ChEMBL	12739759
DB00091	50022815	P05177	1544	IC50	100001	1	ChEMBL	19933795
DB00091	50022815	P08183	5243	Ki	2208.07879	4	ChEMBL	10198227,11961113,12134945
DB00091	50022815	P08684	1576	IC50	6549.80916	2	ChEMBL	19933795,12699389
DB00091	50022815	P10635	1565	IC50	100001	1	ChEMBL	19933795
DB00091	50022815	P11712	1559	IC50	38800	1	ChEMBL	19933795
DB00091	50022815	P21462	2357	IC50	10001	1	ChEMBL	12361388
DB00091	50022815	P23284	5479	Kd	9.8	1	ChEMBL	18571405
DB00091	50022815	P33261	1557	IC50	7000	1	ChEMBL	19933795
DB00091	50022815	P33527	4363	IC50	3310.03557	3	ChEMBL	18707884,23851114,24184213
DB00091	50022815	P62937	5478	Kd	38.52078	8	ChEMBL	19734911,21963115,11472213,18571405,21396746
DB00091	50022815	P62942	2280	Ki	20	1	ChEMBL	9857082
DB00091	50022815	P68106	2281	Ki	6	1	ChEMBL	7473543
DB00091	50022815	Q02127	1723	IC50	50001	1	ChEMBL	9719606
DB00091	50022815	Q02790	2288	IC50	16	1	ChEMBL	10794694
DB00091	50022815	Q08209	5530	Kd	4	1	ChEMBL	
DB00091	50022815	Q08752	5481	Ki	15.42725	2	ChEMBL	
DB00091	50022815	Q12908	6555	Ki	24000	1	ChEMBL	9458785
DB00091	50022815	Q14973	6554	IC50	1000	1	ChEMBL	10565843
DB00091	50022815	Q9NPD5	28234	Ki	1200	1	ChEMBL	22541068
DB00091	50022815	Q9UNQ0	9429	Ki	500	1	ChEMBL	11437380
DB00091	50022815	Q9Y6L6	10599	Ki	556.23736	2	ChEMBL	22541068,12538813
DB00091	50150950	P62937	5478	Ki	10	1	ChEMBL	15357990
DB00104	50059090	P30872	6751	Ki	506.48132	16	PDSP Ki	1328199,7870182,7988476,8100350,8521788,8769372,9045884,9290757,9600011,9650799,9724791,10433861,10598788
DB00104	50059090	P31391	6754	Ki	390.46569	14	PDSP Ki	8100352,7988476,8521788,8769372,9045884,9290757,9600011,9650799,9724791,10433861,10598788
DB00104	50272772	P30872	6751	Ki	875	1	ChEMBL	16220980
DB00104	50272772	P30874	6752	Ki	0.71079	3	ChEMBL	18656351,9822540,16220980
DB00104	50272772	P31391	6754	Ki	1380.54482	2	ChEMBL	9822540,16220980
DB00114	50118216	P51575	5023	IC50	10000	1	ChEMBL	23510563
DB00115	83973	O14727	317	IC50	6655.8578	2	PubChem	
DB00115	83973	P55211	842	IC50	437	1	PubChem	
DB00117	7953	Q16769	25797	Ki	4400000	1	BindingDB	14522962
DB00118	28422	P11086	5409	Kd	4800	1	ChEMBL	16279783
DB00118	28422	P22061	5110	Ki	88724.29205	2	ChEMBL	1732534
DB00118	28422	Q99873	3276	IC50	12000	1	ChEMBL	20219369
DB00118	50403124	P17707	262	Ki	5365.99574	3	ChEMBL	
DB00119	19473	Q92959	6578	Ki	2.6e+07	1	ChEMBL	11997326
DB00119	19473	Q9C0B1	79068	IC50	1000001	1	ChEMBL	23547775
DB00119	50159792	P00918	760	Ki	2110000	2	ChEMBL	15664815,19297172
DB00119	50159792	P22748	762	Ki	14500	1	ChEMBL	15664815
DB00119	50159792	P35218	763	Ki	5500000	1	ChEMBL	15664815
DB00119	50159792	Q16790	768	Ki	1120000	1	ChEMBL	15664815
DB00120	18073	P05186	249	IC50	5001	1	ChEMBL	20031422
DB00120	18073	P09923	248	IC50	5001	1	ChEMBL	20031422
DB00120	18073	Q9Y263	9373	IC50	5001	1	ChEMBL	20031422
DB00121	12	P00519	25	IC50	50.00562	2	PubChem	
DB00122	50026220	P22303	43	IC50	3013006.02	1	ChEMBL	9435905
DB00123	50352165	P00390	2936	Ki	54600	1	ChEMBL	21795044
DB00125	21959	P35228	4843	Kd	7000	2	ChEMBL	19230661,18220331
DB00127	79403	O43570	771	Ki	27600	2	ChEMBL	20590092,21282059
DB00127	79403	P00915	759	Ki	231000	2	ChEMBL	20590092,21282059
DB00127	79403	P00918	760	Ki	84000	2	ChEMBL	20590092,21282059
DB00127	79403	P07451	761	Ki	167000	1	ChEMBL	20590092
DB00127	79403	P22748	762	Ki	10	1	ChEMBL	20590092
DB00127	79403	P23280	765	Ki	990	1	ChEMBL	20590092
DB00127	79403	P35218	763	Ki	840	1	ChEMBL	20590092
DB00127	79403	P43166	766	Ki	710	1	ChEMBL	20590092
DB00127	79403	P61088	7334	IC50	14942.21637	2	PubChem	
DB00127	79403	Q16790	768	Ki	13300	2	ChEMBL	20590092,21282059
DB00127	79403	Q9ULX7	23632	Ki	860	1	ChEMBL	20590092
DB00127	79403	Q9Y2D0	11238	Ki	830	1	ChEMBL	20590092
DB00128	18125	P20933	175	Ki	6e+05	1	BindingDB	11697047
DB00131	18137	P12931	6714	IC50	100	1	ChEMBL	
DB00131	18137	P28329	1103	IC50	1.8e+12	1	ChEMBL	7310833
DB00131	18137	Q01970	5331	IC50	122473	1	PubChem	
DB00131	61258	P63279	7329	IC50	7950	1	PubChem	
DB00131	61258	Q01970	5331	IC50	122405	1	PubChem	
DB00131	61258	Q9UBE0	10055	IC50	16570	1	PubChem	
DB00131	50192453	P00338	3939	Kd	650000	1	BindingDB	22417091
DB00131	50280244	P60891	5631	IC50	5100000	1	ChEMBL	
DB00132	50240347	P04054	5319	IC50	22300	1	PubChem	
DB00132	50240347	P11511	1588	IC50	44200	1	ChEMBL	16643058
DB00132	50240347	P13726	2152	IC50	30000	1	ChEMBL	9834151
DB00132	50240347	P37231	5468	Kd	2000	1	ChEMBL	22260081
DB00132	50240347	Q9Y4P1	23192	IC50	15300	1	PubChem	
DB00132	50448436	P05413	2170	Kd	2.8	1	ChEMBL	24581547
DB00133	23167	Q7Z2H8	206358	Ki	2.2e+07	1	ChEMBL	21955456
DB00133	50357212	Q7Z2H8	206358	Ki	3.5e+07	1	ChEMBL	21955456
DB00134	86195	P08172	1129	Ki	10001	2	PDSP Ki	12649361
DB00134	86195	P08908	3350	Ki	10001	2	PDSP Ki	12649361
DB00134	86195	P08913	150	Ki	10001	2	PDSP Ki	12649361
DB00134	86195	P23975	6530	Ki	10001	2	PDSP Ki	12649361
DB00134	86195	P25021	3274	Ki	10001	2	PDSP Ki	12649361
DB00134	86195	P28221	3352	Ki	10001	2	PDSP Ki	12649361
DB00134	86195	P28222	3351	Ki	10001	2	PDSP Ki	12649361
DB00134	86195	P31645	6532	Ki	10001	2	PDSP Ki	12649361
DB00134	86195	P35367	3269	Ki	10001	2	PDSP Ki	12649361
DB00134	86195	P35368	147	Ki	10001	2	PDSP Ki	12649361
DB00134	86195	P47901	553	Ki	10001	4	PDSP Ki	12649361
DB00134	86195	P50406	3362	Ki	10001	2	PDSP Ki	12649361
DB00134	86195	Q01959	6531	Ki	10001	2	PDSP Ki	12649361
DB00134	86195	Q15822	1135	Ki	10001	4	PDSP Ki	12649361
DB00134	86195	Q9H3N8	59340	Ki	10001	2	PDSP Ki	12649361
DB00134	50142500	P49327	2194	Ki	150000001	1	ChEMBL	15026045
DB00135	18129	Q8NG68	150465	Ki	25000	1	BindingDB	20545322
DB00136	50200182	P02774	2638	Kd	24	1	ChEMBL	19739672
DB00136	50200182	P10275	367	IC50	10001	1	ChEMBL	23462715
DB00136	50200182	P11473	7421	Kd	0.065	1	ChEMBL	11462969
DB00138	86199	P08172	1129	Ki	10001	2	PDSP Ki	12649361
DB00138	86199	P08908	3350	Ki	10001	2	PDSP Ki	12649361
DB00138	86199	P08913	150	Ki	10001	2	PDSP Ki	12649361
DB00138	86199	P23975	6530	Ki	10001	2	PDSP Ki	12649361
DB00138	86199	P25021	3274	Ki	10001	2	PDSP Ki	12649361
DB00138	86199	P28221	3352	Ki	10001	2	PDSP Ki	12649361
DB00138	86199	P28222	3351	Ki	10001	2	PDSP Ki	12649361
DB00138	86199	P31645	6532	Ki	10001	1	PDSP Ki	12649361
DB00138	86199	P35367	3269	Ki	10001	2	PDSP Ki	12649361
DB00138	86199	P35368	147	Ki	10001	2	PDSP Ki	12649361
DB00138	86199	P47901	553	Ki	10001	4	PDSP Ki	12649361
DB00138	86199	P50406	3362	Ki	10001	2	PDSP Ki	12649361
DB00138	86199	Q01959	6531	Ki	10001	2	PDSP Ki	12649361
DB00138	86199	Q15822	1135	Ki	10001	4	PDSP Ki	12649361
DB00138	86199	Q9H3N8	59340	Ki	10001	2	PDSP Ki	12649361
DB00139	26121	B2RXH2	390245	IC50	710000	1	BindingDB	18942826
DB00139	26121	P20933	175	Ki	5e+06	1	BindingDB	11697047
DB00139	26121	Q9GZT9	54583	Kd	100001	2	ChEMBL	20025281
DB00142	17657	O00222	2918	Ki	9500	1	ChEMBL	10893301
DB00142	17657	O15303	2916	Ki	19494.56334	2	PDSP Ki,ChEMBL	9131252,10893301
DB00142	17657	P00390	2936	Ki	42700	1	ChEMBL	21795044
DB00142	17657	P39086	2897	Ki	701	1	ChEMBL	10969973
DB00142	17657	P42261	2890	Ki	1360	2	ChEMBL	10969973,9357531
DB00142	17657	P42262	2891	Ki	940	2	ChEMBL	10969973,9357531
DB00142	17657	P43003	6507	Ki	35000	1	ChEMBL	18578477
DB00142	17657	P43004	6506	Ki	62000	1	ChEMBL	18578477
DB00142	17657	P43005	6505	Ki	51	1	ChEMBL	18578477
DB00142	17657	P48058	2893	Ki	868	2	ChEMBL	10969973,9357531
DB00142	17657	Q04609	2346	IC50	428000	1	BindingDB	17567119
DB00142	17657	Q13002	2898	Ki	1106	1	ChEMBL	10969973
DB00142	17657	Q13003	2899	Ki	789	1	ChEMBL	10969973
DB00142	17657	Q13255	2911	Ki	1125.30856	3	ChEMBL	10893301,17725337,19042134
DB00142	17657	Q14416	2912	Ki	7624.3614	4	PDSP Ki,ChEMBL	9131252,10893301,17725337,19042134
DB00142	17657	Q14831	2917	Ki	5400000	1	ChEMBL	10893301
DB00142	17657	Q14832	2913	Ki	9000	1	ChEMBL	10893301
DB00142	17657	Q14833	2914	Ki	3618.07332	4	PDSP Ki,ChEMBL	9131252,10893301,17725337,19042134
DB00142	17657	Q16478	2901	Ki	725.0862	2	ChEMBL	10969973,9357531
DB00142	17657	Q9C0B1	79068	IC50	1000001	1	ChEMBL	23547775
DB00142	26431	P39086	2897	Ki	701	1	ChEMBL	10821708
DB00142	26431	P42261	2890	Ki	1362	1	ChEMBL	10821708
DB00142	26431	P42262	2891	Ki	940	1	ChEMBL	10821708
DB00142	26431	P48058	2893	Ki	868	1	ChEMBL	10821708
DB00142	26431	Q13002	2898	Ki	1106	1	ChEMBL	10821708
DB00142	26431	Q13003	2899	Ki	789	1	ChEMBL	10821708
DB00142	26431	Q13255	2911	Ki	340	1	ChEMBL	12109902
DB00142	26431	Q14416	2912	Ki	1200	1	ChEMBL	12109902
DB00142	26431	Q14833	2914	Ki	1600	1	ChEMBL	12109902
DB00142	26431	Q16478	2901	Ki	750	1	ChEMBL	10821708
DB00142	26431	Q9C0B1	79068	IC50	1000001	1	ChEMBL	23547775
DB00143	50422268	Q9Y2Q3	373156	IC50	20	1	ChEMBL	9632361
DB00145	18133	Q7Z2H8	206358	Ki	5100000	1	ChEMBL	21955456
DB00147	50366979	Q06278	316	Ki	30000	1	ChEMBL	7365745
DB00148	50357229	Q7Z2H8	206358	Ki	3200000	1	ChEMBL	21955456
DB00149	50219348	P05186	249	IC50	5001	1	ChEMBL	20031422
DB00149	50219348	P09923	248	IC50	5001	1	ChEMBL	20031422
DB00149	50219348	Q7Z2H8	206358	Ki	1e+08	1	ChEMBL	21955456
DB00149	50219348	Q9Y263	9373	IC50	5001	1	ChEMBL	20031422
DB00150	21974	P05186	249	IC50	5001	1	ChEMBL	20031422
DB00150	21974	P09923	248	IC50	5001	1	ChEMBL	20031422
DB00150	21974	P48775	6999	Ki	11500000	1	ChEMBL	21726069
DB00150	21974	Q9Y263	9373	IC50	5001	1	ChEMBL	20031422
DB00151	86203	P08172	1129	Ki	10001	1	PDSP Ki	12649361
DB00151	86203	P08908	3350	Ki	10001	1	PDSP Ki	12649361
DB00151	86203	P08913	150	Ki	10001	1	PDSP Ki	12649361
DB00151	86203	P23975	6530	Ki	10001	1	PDSP Ki	12649361
DB00151	86203	P25021	3274	Ki	10001	1	PDSP Ki	12649361
DB00151	86203	P28221	3352	Ki	10001	1	PDSP Ki	12649361
DB00151	86203	P28222	3351	Ki	10001	1	PDSP Ki	12649361
DB00151	86203	P31645	6532	Ki	10001	1	PDSP Ki	12649361
DB00151	86203	P35367	3269	Ki	10001	1	PDSP Ki	12649361
DB00151	86203	P35368	147	Ki	10001	1	PDSP Ki	12649361
DB00151	86203	P47901	553	Ki	10001	2	PDSP Ki	12649361
DB00151	86203	P50406	3362	Ki	10001	1	PDSP Ki	12649361
DB00151	86203	Q01959	6531	Ki	10001	1	PDSP Ki	12649361
DB00151	86203	Q15822	1135	Ki	10001	2	PDSP Ki	12649361
DB00151	86203	Q9H3N8	59340	Ki	10001	1	PDSP Ki	12649361
DB00151	50109609	P52732	3832	IC50	63001	1	ChEMBL	17524640
DB00151	50109609	Q7Z2H8	206358	Ki	4.6e+07	1	ChEMBL	21955456
DB00151	50109609	Q9UPY5	23657	Ki	59000	1	ChEMBL	19932968
DB00152	50373877	P29401	7086	Kd	6800000	1	ChEMBL	18182286
DB00153	50049515	P10275	367	Ki	1.1	1	ChEMBL	8627601
DB00154	50269534	P13726	2152	IC50	47434.1649	2	ChEMBL	9834151
DB00154	50269534	Q8TDS5	165140	IC50	2000	1	ChEMBL	24351031
DB00155	92903	O94760	23576	Ki	3700000	1	BindingDB	19663506
DB00157	50192456	P07327	124	Ki	400	1	ChEMBL	8308865
DB00158	50367343	P04818	7298	Ki	40000	1	ChEMBL	3470522
DB00159	50242349	P11511	1588	IC50	53200	1	ChEMBL	16643058
DB00159	50242349	P13726	2152	IC50	78000	1	ChEMBL	9834151
DB00159	50242349	P37231	5468	Kd	2000	1	ChEMBL	22260081
DB00159	50242349	Q8TDS5	165140	IC50	2000	1	ChEMBL	24351031
DB00160	50000099	Q7Z2H8	206358	Ki	2800000	1	ChEMBL	21955456
DB00160	50000109	Q7Z2H8	206358	Ki	1.9e+07	1	ChEMBL	21955456
DB00161	50357216	Q7Z2H8	206358	Ki	1e+08	1	ChEMBL	21955456
DB00163	50436220	P49768	5663	IC50	100001	2	ChEMBL	23707256
DB00166	10515	P06276	590	IC50	1000001	1	BindingDB	15658850
DB00166	10515	P22303	43	IC50	1000001	1	BindingDB	15658850
DB00166	10515	Q04637	1981	IC50	16560	1	PubChem	
DB00166	10515	Q9UBE0	10055	IC50	4740	1	PubChem	
DB00166	50106731	P22303	43	IC50	1	1	ChEMBL	18181565
DB00167	18140	Q7Z2H8	206358	Ki	3.7e+07	1	ChEMBL	21955456
DB00169	50147583	P30304	993	IC50	890	1	ChEMBL	15149692
DB00170	24778	O60240	5346	IC50	7895	1	PubChem	
DB00170	24778	P00390	2936	Ki	13957.43529	2	ChEMBL	15537352
DB00170	24778	P09936	7345	IC50	290000	1	ChEMBL	17948018
DB00170	24778	P14902	3620	IC50	1100	1	BindingDB	18318466
DB00170	24778	P15374	7347	IC50	71000	1	ChEMBL	17948018
DB00170	24778	P21397	4128	Ki	26000	1	ChEMBL	22071524
DB00170	24778	P21980	7052	IC50	2200	1	BindingDB	18804034
DB00170	24778	P27338	4129	Ki	400	1	ChEMBL	22071524
DB00170	24778	P30307	995	IC50	18899.73545	2	ChEMBL	16216500,15501045
DB00170	24778	Q00G26	440503	IC50	9468	1	PubChem	
DB00170	24778	Q06278	316	IC50	200	1	ChEMBL	20853847
DB00171	2	P08107	3303	IC50	500	1	BindingDB	19256508
DB00171	2	P08107	3304	IC50	500	1	BindingDB	19256508
DB00171	50366480	P32189	2710	Ki	2e+05	1	ChEMBL	
DB00171	50366480	P49137	9261	IC50	5959.73033	3	ChEMBL	19919896
DB00171	50366480	Q12931	10131	IC50	31303	1	ChEMBL	23965125
DB00172	50000100	Q7Z2H8	206358	Ki	1600000	1	ChEMBL	21955456
DB00172	50357224	Q7Z2H8	206358	Ki	1200000	1	ChEMBL	21955456
DB00173	33218	P06493	983	IC50	2e+05	1	ChEMBL	9046330
DB00173	33218	P08238	3326	IC50	4000001	1	BindingDB	19610616
DB00173	33218	P47989	7498	IC50	10890	1	ChEMBL	17379526
DB00175	20688	O94956	11309	Ki	180000	1	ChEMBL	22541068
DB00175	20688	P04035	3156	IC50	30	1	ChEMBL	1597859
DB00175	20688	Q14534	6713	IC50	10001	1	ChEMBL	7650673
DB00175	20688	Q4U2R8	9356	IC50	408000	1	ChEMBL	14978359
DB00175	20688	Q8TCC7	9376	IC50	13700	1	ChEMBL	14978359
DB00175	20688	Q9NPD5	28234	Ki	57000	1	ChEMBL	22541068
DB00175	20688	Q9NSA0	55867	IC50	591000	1	ChEMBL	14978359
DB00175	20688	Q9Y694	10864	IC50	352000	1	ChEMBL	14978359
DB00175	20688	Q9Y6L6	10599	Ki	3400	1	ChEMBL	22541068
DB00175	50006412	P04035	3156	IC50	1370	1	ChEMBL	11392538
DB00175	50368146	P04035	3156	IC50	30	1	ChEMBL	1597859
DB00176	50028091	P11712	1559	Ki	8500	1	ChEMBL	14761192
DB00176	50028091	P23975	6530	Ki	1961.61833	5	PDSP Ki	9400006,9537821,12232544
DB00176	50028091	P31645	6532	Ki	4.16062	5	PDSP Ki	9400006,9537821,12232544
DB00176	50028091	Q01959	6531	Ki	333.69957	5	PDSP Ki,ChEMBL	9537821,12232544,10691690,12620070
DB00176	50028091	Q99720	10280	Ki	36	1	ChEMBL	
DB00177	50049186	P30556	185	Ki	4700	1	ChEMBL	12773029
DB00177	50282371	P30556	185	IC50	300	1	ChEMBL	
DB00178	50084681	P12821	1636	IC50	4	1	ChEMBL	10669559
DB00179	22372	P08069	3480	IC50	900	1	ChEMBL	17502145
DB00179	22372	P09917	240	IC50	149.15963	4	ChEMBL	20667741,21958737,21958738,19848434
DB00179	22372	P10275	367	IC50	26871.0486	3	ChEMBL	22047606
DB00179	22372	P11511	1588	IC50	11	1	ChEMBL	20413308
DB00179	22372	P18054	239	IC50	1243.9745	5	ChEMBL	21739938,12036375,12608855,19848434
DB00179	32020	P03372	2099	IC50	22193.67	1	PubChem	
DB00179	32020	P07900	3320	IC50	8871.22445	2	PubChem	
DB00179	32020	P09917	240	IC50	476.85241	6	ChEMBL	2157009,2542553,9544564,17378609,18541424,18976930
DB00179	32020	P11413	2539	IC50	80001	1	PubChem	
DB00179	32020	P18054	239	IC50	2600	1	ChEMBL	17869117
DB00179	32020	P35354	5743	IC50	50001	1	ChEMBL	19097798
DB00179	32020	P61981	7532	IC50	50001	1	PubChem	
DB00179	32020	Q15722	1241	IC50	85	1	ChEMBL	1313879
DB00179	50150780	P18054	239	IC50	5100	1	ChEMBL	15267244
DB00182	50005246	P08908	3350	Ki	6606	1	PDSP Ki	9686407
DB00182	50005246	P23975	6530	Ki	7.1	1	PDSP Ki	12954796
DB00182	50005246	Q01959	6531	Ki	271.91094	4	PDSP Ki	8302271,12954796
DB00182	50022721	Q99720	10280	Ki	46400	1	ChEMBL	1848295
DB00184	82068	P11509	1548	IC50	580000	1	ChEMBL	15658857
DB00184	82070	P05177	1544	IC50	4100000	1	ChEMBL	15916432
DB00184	82070	P32297	1136	Ki	220	1	ChEMBL	11212100
DB00184	82070	P36544	1139	Kd	1.06	1	ChEMBL	15686879
DB00184	82070	P36544	89832	Kd	1.06	1	ChEMBL	15686879
DB00184	82070	Q12809	3757	IC50	245236.28589	5	ChEMBL	12873512,19534531,15911273,18448342,18262683
DB00184	82070	Q494W8	89832	Kd	1.06	1	ChEMBL	15686879
DB00184	82070	Q99720	10280	IC50	10001	1	ChEMBL	1469697
DB00184	50004108	P08684	1576	IC50	142400	1	US Patent	
DB00184	50004108	P11509	1548	IC50	26300	1	US Patent	
DB00184	50004108	P36544	1139	Ki	2000	1	PDSP Ki	8887981
DB00184	50004108	P36544	89832	Ki	2000	1	PDSP Ki	8887981
DB00184	50004108	Q12809	3757	IC50	245470.89	1	ChEMBL	21185626
DB00184	50004108	Q15822	1135	Ki	9900	1	PDSP Ki	9454827
DB00184	50004108	Q494W8	89832	Ki	2000	1	PDSP Ki	8887981
DB00186	50292627	P30536	706	IC50	3499451670.28001	1	ChEMBL	8978853
DB00188	50069989	P00734	2147	Ki	13000	1	ChEMBL	9871680
DB00188	50069989	P07858	1508	IC50	30001	1	ChEMBL	24524217
DB00188	50069989	P08246	1991	Ki	2300	1	ChEMBL	9871680
DB00188	50069989	P08311	1511	Ki	630	1	ChEMBL	9871680
DB00188	50069989	P10619	5476	IC50	9200	1	ChEMBL	24524217
DB00188	50069989	P20618	5689	IC50	83.00602	2	ChEMBL	22978849,23547757
DB00188	50069989	P23946	1215	IC50	1190	1	ChEMBL	18247547
DB00188	50069989	P28062	5696	IC50	78	1	ChEMBL	24524217
DB00188	50069989	P49721	5690	IC50	1053.18564	2	ChEMBL	22978849,23547757
DB00191	50246598	P41595	3357	Ki	10001	1	PDSP Ki	11104741
DB00193	50176259	O15245	6580	IC50	52500	1	ChEMBL	18788725
DB00193	50176259	P23975	6530	IC50	2340.78687	5	ChEMBL	16257206,18242987
DB00193	50176259	P31645	6532	IC50	2107.69249	5	ChEMBL	16257206,18242987
DB00193	50176259	P35372	4988	Ki	1788.85438	2	ChEMBL	10229619,19027293
DB00193	50176259	P41145	4986	Ki	14	1	ChEMBL	19027293
DB00194	14487	P00491	4860	Ki	2e+06	1	ChEMBL	31484
DB00194	14487	P00533	1956	IC50	195000	1	ChEMBL	9089334
DB00194	14487	P00813	100	Ki	2180000	1	ChEMBL	8258836
DB00194	14487	P04406	2597	Ki	2500000	1	ChEMBL	9934461
DB00194	14487	P05771	5579	IC50	278000	1	ChEMBL	10360754
DB00194	14487	P08107	3303	IC50	560000	1	BindingDB	19256508
DB00194	14487	P08107	3304	IC50	560000	1	BindingDB	19256508
DB00194	14487	P12268	3615	Ki	100001	1	ChEMBL	18583139
DB00194	14487	P20839	3614	Ki	100001	1	ChEMBL	18583139
DB00194	14487	P29274	135	Ki	20	1	ChEMBL	22104008
DB00194	50134746	P55263	132	IC50	1000	1	ChEMBL	14561094
DB00194	50144936	P27487	1803	IC50	62	1	ChEMBL	20000418
DB00195	25752	P08588	153	Kd	6.2	1	BindingDB	15655528
DB00195	25752	P13945	155	Kd	1072	1	BindingDB	15655528
DB00195	50404948	P10635	1565	IC50	66000	1	ChEMBL	15993593
DB00195	50405521	P08588	153	IC50	37	1	ChEMBL	6126588
DB00196	25817	P08183	5243	Ki	632456.63883	2	ChEMBL	11961113
DB00196	25817	P08684	1576	IC50	14142.13562	2	US Patent,ChEMBL	19128860
DB00196	25817	P11712	1559	IC50	29000	1	US Patent	
DB00196	25817	P33261	1557	IC50	8200	1	US Patent	
DB00196	25817	P40925	4190	IC50	400001	1	ChEMBL	14521410
DB00196	25817	Q16850	1595	Kd	69520.5329	3	ChEMBL	19075057,17964172,17194716
DB00198	5025	P08183	5243	IC50	1300000	1	ChEMBL	19721074
DB00198	5025	Q9UQ49	10825	IC50	10000001	1	ChEMBL	21036040
DB00199	86313	P12872	4295	Ki	1258.92464	2	PDSP Ki	14504130,15764739
DB00199	50127141	P12872	4295	Ki	1288.25	1	PDSP Ki	11779105
DB00199	50127141	Q12809	3757	IC50	72443.6	1	ChEMBL	21185626
DB00199	50344942	O43193	2862	Ki	37000	1	ChEMBL	15027861
DB00199	50344942	P02768	213	Kd	12000	1	ChEMBL	19164148
DB00199	50344942	P08183	5243	Ki	194396.59922	2	ChEMBL	11961113
DB00199	50344942	P08684	1576	IC50	2283.88227	3	ChEMBL	12699389,19191554
DB00199	50344942	P24666	52	IC50	61384.42066	2	PubChem	
DB00199	50344942	Q12809	3757	IC50	1233.28829	2	ChEMBL	15324906,19821563
DB00199	50344942	Q16850	1595	IC50	200001	1	ChEMBL	17194716
DB00199	50344942	Q96FL8	55244	IC50	500001	1	ChEMBL	23241029
DB00199	50421353	O43193	2862	IC50	55.89275	2	ChEMBL	
DB00200	83973	O14727	317	IC50	6655.8578	2	PubChem	
DB00200	83973	P55211	842	IC50	437	1	PubChem	
DB00201	10849	P11217	5837	IC50	114000	1	ChEMBL	16169219
DB00201	10849	P27338	4129	Ki	3600000	1	ChEMBL	19342233
DB00201	10849	P29274	135	Ki	18728.58573	6	ChEMBL	8071944,24164628,19481943,18262425,21664729,21661720
DB00201	10849	P29275	136	Ki	17680.37986	7	ChEMBL	24164628,12014951,20537438,19569717,20188574,21664729
DB00201	10849	P30542	134	Kd	45000	1	ChEMBL	15771445
DB00201	10849	P42345	2475	IC50	4e+05	1	ChEMBL	21413798
DB00201	10849	P78527	5591	IC50	1e+07	1	ChEMBL	21413798
DB00201	10849	Q12809	3757	IC50	4897.79	1	ChEMBL	21185626
DB00201	10849	Q13231	1118	IC50	257000	1	BindingDB	16183021
DB00201	10849	Q13315	472	IC50	2e+05	1	ChEMBL	21413798
DB00201	10849	Q13535	545	IC50	1100000	1	ChEMBL	21413798
DB00201	10849	Q9Y2T3	9615	Ki	10200	1	ChEMBL	20716488
DB00203	14390	O15439	10257	IC50	20000	1	ChEMBL	12695538
DB00203	14390	O15440	10057	Ki	1200	1	ChEMBL	22380603
DB00203	14390	O60658	5151	IC50	44723.70737	2	BindingDB,ChEMBL	15576036,23137303
DB00203	14390	O76074	8654	Ki	1.9	1	ChEMBL	12639576
DB00203	14390	P29274	135	Ki	200	1	ChEMBL	22563707
DB00203	14390	P51160	5146	IC50	79.19596	2	ChEMBL	18778098,23137303
DB00203	14390	Q01064	5153	IC50	1500	1	BindingDB	15576036
DB00203	14390	Q08499	5144	IC50	20000	1	ChEMBL	20188577
DB00203	14390	Q12809	3757	IC50	8762.72029	7	ChEMBL	12873512,12190308,19534531,15911273,18448342,19110341,21185626
DB00203	14390	Q9HCR9	50940	IC50	3111.75192	2	ChEMBL	15837326,23137303
DB00203	14390	Q9NP56	27115	IC50	78000	1	BindingDB	15576036
DB00203	14390	Q9Y233	10846	IC50	5568.04274	2	ChEMBL	15837326,23137303
DB00204	50031720	Q12809	3757	Ki	7.01997	2	ChEMBL	17536794
DB00204	50031720	Q14524	6331	IC50	300001	1	ChEMBL	7629795
DB00205	18512	P00374	1719	Ki	27.51939	7	ChEMBL	10543874,11881993,12825927,20350951
DB00205	18512	P11712	1559	Ki	51500	1	ChEMBL	14761192
DB00205	18512	P24666	52	IC50	23299.14162	2	PubChem	
DB00205	18512	Q9Y2R2	26191	IC50	80001	1	PubChem	
DB00206	50017712	O95342	8647	IC50	10200	1	ChEMBL	12739759
DB00206	50017712	P08183	5243	Ki	1920.69034	4	ChEMBL	12477351,11961113,12134945
DB00206	50017712	P08908	3350	Ki	1832	1	PDSP Ki	9686407
DB00206	50017712	P11387	7150	IC50	160000	1	ChEMBL	15974606
DB00206	50017712	Q01959	6531	Ki	10001	2	PDSP Ki	8302271
DB00206	50017712	Q9UNQ0	9429	IC50	26302.68	1	ChEMBL	18678495
DB00207	50373918	P08684	1576	IC50	10001	2	ChEMBL	22697905
DB00207	50373918	Q9UM07	23569	IC50	10000001	1	ChEMBL	17964793
DB00208	85509	P20813	1555	Ki	400	2	ChEMBL	16248836
