drugbank_id	bindingdb_id	uniprot	entrez_gene	measure	affinity_nM	n_measures	sources	pubmeds
DB00503	520	P08684	1576	Ki	130.38405	2	ChEMBL	22409598,16248836
DB00503	520	P10635	1565	IC50	2300	1	ChEMBL	24411125
DB00503	520	P11712	1559	IC50	4900	1	ChEMBL	24411125
DB00503	520	P20813	1555	IC50	2000	1	ChEMBL	18285471
DB00503	520	P20815	1577	Ki	120	1	ChEMBL	16248836
DB00503	520	P33261	1557	IC50	12700	1	ChEMBL	24411125
DB00503	520	Q86VL8	146802	IC50	10211.75793	2	ChEMBL	23241029
DB00503	520	Q96FL8	55244	IC50	904.1781	3	ChEMBL	23241029
DB00503	520	Q9NPD5	28234	Ki	4000	1	ChEMBL	22541068
DB00503	520	Q9UNQ0	9429	IC50	19500	1	ChEMBL	15007102
DB00503	520	Q9Y6L6	10599	Ki	1300	1	ChEMBL	22541068
DB00504	50326673	P35372	4988	Ki	1.01525	3	ChEMBL	21621410
DB00508	67544	P08183	5243	Ki	15700	1	ChEMBL	12477351
DB00508	67544	Q9Y5S8	27035	IC50	17001	1	PubChem	
DB00509	50225220	P02766	7276	IC50	7170	1	ChEMBL	17948976
DB00509	50301375	P02766	7276	IC50	10500	1	ChEMBL	19651509
DB00509	50301375	P12004	5111	IC50	50001	1	ChEMBL	23395113
DB00509	50301375	Q96RI1	9971	IC50	7860	1	ChEMBL	23688559
DB00512	50335519	P02768	213	Kd	12000	1	ChEMBL	19164148
DB00513	50357211	P00747	5340	IC50	64807.40698	2	ChEMBL	24900876
DB00513	50357211	Q7Z2H8	206358	Ki	3.5e+07	1	ChEMBL	21955456
DB00514	50366613	P10635	1565	IC50	2473.86338	2	ChEMBL	12502361,16610785
DB00514	50366613	Q99720	10280	Ki	348	1	ChEMBL	15026077
DB00515	26979	P00915	759	Ki	6e+06	11	BindingDB,ChEMBL	19128966,21208801,21377369,21570835,15357993,15454240,15501038,21211980,23072866,23200251,23414807
DB00515	26979	P00918	760	Ki	200000000.07692	13	BindingDB,ChEMBL	19128966,21208801,21377369,21570835,15357993,15454240,15501038,21211980,23072866,23200251,23078755,23414801,23414807
DB00515	26979	P22748	762	Ki	402492.23595	4	BindingDB,ChEMBL	19128966,15357993,15501038,21211980
DB00515	26979	P23280	765	Ki	720000	1	ChEMBL	21208801
DB00515	26979	P35218	763	Ki	1.56e+08	1	ChEMBL	21211980
DB00515	26979	P43166	766	Ki	1840000	1	ChEMBL	16621537
DB00515	26979	Q16790	768	Ki	3.3e+07	2	ChEMBL	15501038,21211980
DB00517	26980	P00915	759	Ki	4e+06	11	BindingDB,ChEMBL	19128966,21208801,21377369,21570835,15357993,15454240,15501038,21211980,23072866,23200251,23414807
DB00517	26980	P00918	760	Ki	6.3e+07	13	BindingDB,ChEMBL	19128966,21208801,21377369,21570835,15357993,15454240,15501038,21211980,23072866,23200251,23078755,23414801,23414807
DB00517	26980	P22748	762	Ki	441247.96756	4	BindingDB,ChEMBL	19128966,15357993,15501038,21211980
DB00517	26980	P23280	765	Ki	730000	1	ChEMBL	21208801
DB00517	26980	P35218	763	Ki	5e+07	1	ChEMBL	21211980
DB00517	26980	P43166	766	Ki	1060000	1	ChEMBL	16621537
DB00517	26980	Q16790	768	Ki	1.6e+07	2	ChEMBL	15501038,21211980
DB00519	50369775	P12821	1636	IC50	0.93	1	ChEMBL	10669559
DB00519	50452241	P12821	1636	IC50	100	1	ChEMBL	2993618
DB00521	50040065	P08588	153	Ki	1.9	1	ChEMBL	8093626
DB00523	31883	P10276	5914	Kd	12.56488	11	ChEMBL	8978832,8691435,8759622,10098666,10098670,10585206,11277515,12372520,12482435
DB00523	31883	P10826	5915	Kd	9.12577	12	ChEMBL	12372520,12482435,7490725,8691435,8759622,8978832,10098666,10098670,10585206,11277515
DB00523	31883	P13631	5916	Kd	7.9494	13	ChEMBL	12372520,7490725,8691435,8759622,8978832,10098666,10098670,10585206,11277515,12482435,16190748
DB00523	31883	P19793	6256	Kd	40.62254	9	ChEMBL,BindingDB	7490725,7608895,8809153,10098670,12482435,9479476
DB00523	31883	P28562	1843	IC50	40713.19153	4	PubChem	
DB00523	31883	P28702	6257	Kd	31.6544	2	ChEMBL	10098670
DB00523	31883	P48443	6258	Kd	47.5052	3	ChEMBL	10098670,12482435
DB00523	31892	P10276	5914	Kd	54.09415	4	ChEMBL	10098670,11428923,12482435
DB00523	31892	P10826	5915	Kd	50.65944	4	ChEMBL	10098670,11428923,12482435
DB00523	31892	P13631	5916	Kd	35.68005	5	ChEMBL	12482435,10098670,11428923,16190748
DB00523	31892	P19793	6256	Kd	19.70612	10	ChEMBL	24801499,10098670,11428923,12182871,12482435,16190748,18690216,8809153
DB00523	31892	P28702	6257	Kd	17.94117	3	ChEMBL	10098670,11428923
DB00523	31892	P48443	6258	Kd	17.51356	4	ChEMBL	10098670,11428923,12482435
DB00524	25899	O43570	771	Ki	5.4	1	BindingDB	18374572
DB00524	25899	P00915	759	Ki	54000	1	BindingDB	18374572
DB00524	25899	P00918	760	Ki	2000	1	BindingDB	18374572
DB00524	25899	P07451	761	Ki	200001	1	BindingDB	18374572
DB00524	25899	P22748	762	Ki	216	1	BindingDB	18374572
DB00524	25899	P23280	765	Ki	1714	1	BindingDB	18374572
DB00524	25899	P35218	763	Ki	750	1	BindingDB	18374572
DB00524	25899	P43166	766	Ki	2.1	1	BindingDB	18374572
DB00524	25899	Q16790	768	Ki	320	1	BindingDB	18374572
DB00524	25899	Q9ULX7	23632	Ki	5432	1	BindingDB	18374572
DB00524	25899	Q9Y2D0	11238	Ki	312	1	BindingDB	18374572
DB00525	39349	Q16850	1595	IC50	50000	1	ChEMBL	17194716
DB00526	92964	P00918	760	Ki	990000	2	ChEMBL	15664815,19297172
DB00526	92964	P22748	762	Ki	99	1	ChEMBL	15664815
DB00526	92964	P35218	763	Ki	2230000	1	ChEMBL	15664815
DB00526	92964	Q16790	768	Ki	3280000	1	ChEMBL	15664815
DB00527	48532	Q04637	1981	IC50	50000	1	PubChem	
DB00529	50011181	P00918	760	Ki	14200000	1	ChEMBL	15745821
DB00529	50011181	P09884	5422	IC50	20001	1	ChEMBL	16134946
DB00529	50011181	P22748	762	Ki	820000	1	ChEMBL	15745821
DB00529	50011181	P28340	5424	IC50	20001	1	ChEMBL	16134946
DB00529	50011181	P35218	763	Ki	41700000	1	ChEMBL	15745821
DB00529	50011181	Q16790	768	Ki	2210000	1	ChEMBL	15745821
DB00529	50027536	O43570	771	Ki	1290000	1	ChEMBL	17314045
DB00529	50027536	P00915	759	Ki	24100000	1	ChEMBL	17314045
DB00529	50027536	P00918	760	Ki	14200000	2	ChEMBL	15501037,17314045
DB00529	50027536	P22748	762	Ki	820000	2	ChEMBL	15501037,17314045
DB00529	50027536	P23280	765	Ki	1810000	1	ChEMBL	17314045
DB00529	50027536	P35218	763	Ki	41700000	1	ChEMBL	17314045
DB00529	50027536	P43166	766	Ki	560000	1	ChEMBL	17314045
DB00529	50027536	Q16790	768	Ki	2210000	2	ChEMBL	15501037,17314045
DB00529	50027536	Q9ULX7	23632	Ki	3600000	1	ChEMBL	17314045
DB00529	50027536	Q9Y2D0	11238	Ki	11800000	1	ChEMBL	17314045
DB00530	5446	O00238	658	Kd	10001	1	ChEMBL	22037378
DB00530	5446	O00329	5293	Kd	10001	1	ChEMBL	22037378
DB00530	5446	O00444	10733	Kd	4359.11688	2	ChEMBL	22037378,18183025
DB00530	5446	O00506	10494	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	O00750	5287	Kd	10001	1	ChEMBL	22037378
DB00530	5446	O14578	11113	Kd	6800	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	O14730	8780	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	O14733	5609	Kd	10001	1	ChEMBL	22037378
DB00530	5446	O14920	3551	Kd	10001	1	ChEMBL	22037378
DB00530	5446	O14936	8573	Kd	10001	1	ChEMBL	22037378
DB00530	5446	O14965	6790	Kd	2639.62958	3	ChEMBL	15711537,22037378,18183025
DB00530	5446	O14976	2580	Kd	3100	1	PubChem	
DB00530	5446	O15075	9201	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	O15146	4593	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	O15197	2051	Kd	1700	1	ChEMBL	22037378
DB00530	5446	O15264	5603	Kd	10001	1	ChEMBL	22037378
DB00530	5446	O15530	5170	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	O43293	1613	Kd	8434.88893	3	ChEMBL	22037378,18183025
DB00530	5446	O43318	6885	Kd	10001	1	ChEMBL	22037378
DB00530	5446	O43353	8767	Kd	3369.59456	4	ChEMBL,PubChem	15711537,22037378,18183025
DB00530	5446	O60285	9891	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	O60331	23396	Kd	10001	1	ChEMBL	22037378
DB00530	5446	O60674	3717	Kd	6083.06666	2	ChEMBL	22037378,18183025
DB00530	5446	O75460	2081	Kd	10001	1	ChEMBL	22037378
DB00530	5446	O75582	9252	Kd	10001	4	ChEMBL	22037378,18183025
DB00530	5446	O75716	8576	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	O75747	5288	Kd	10001	1	ChEMBL	22037378
DB00530	5446	O75914	5063	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	O76039	6792	Kd	10001	1	ChEMBL	22037378
DB00530	5446	O94768	9262	Kd	9695.84447	2	ChEMBL	22037378,18183025
DB00530	5446	O94804	6793	Kd	39.71146	4	ChEMBL	15711537,22037378,18077425,18183025
DB00530	5446	O94806	23683	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	O94921	5218	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	O94956	11309	Ki	530	1	ChEMBL	22541068
DB00530	5446	O95382	9064	Kd	10001	1	ChEMBL	22037378
DB00530	5446	O95747	9943	Kd	10001	1	ChEMBL	22037378
DB00530	5446	O95819	9448	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	O95835	9113	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	O96013	10298	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	O96017	11200	Kd	10001	1	ChEMBL	22037378
DB00530	5446	P00519	25	Kd	776.39301	35	ChEMBL,PubChem	15711537,22037378,18077425,18183025
DB00530	5446	P00533	1956	Kd	5.82309	31	ChEMBL,PubChem	15711537,22037378,18183025
DB00530	5446	P04049	5894	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P04626	2064	Kd	5288.55713	3	ChEMBL	15711537,22037378,18183025
DB00530	5446	P04629	4914	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P06213	3643	Kd	10001	1	ChEMBL	18183025
DB00530	5446	P06239	3932	Kd	1344.23238	5	ChEMBL,PubChem	15711537,22037378,18077425,18183025
DB00530	5446	P06241	2534	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P07332	2242	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P07333	1436	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P07947	7525	Kd	22000	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	P07948	4067	Kd	5300	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	P07949	5979	Kd	7280.85432	8	ChEMBL,PubChem	22037378,18183025
DB00530	5446	P08069	3480	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P08183	5243	IC50	26000	1	ChEMBL	22541068
DB00530	5446	P08581	4233	Kd	11106.57878	5	ChEMBL,PubChem	22037378,18183025
DB00530	5446	P08631	3055	Kd	18000	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	P08684	1576	Ki	6300	1	ChEMBL	22409598
DB00530	5446	P08922	6098	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P09619	5159	Kd	14000	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	P09769	2268	Kd	1100	2	ChEMBL	22037378,18183025
DB00530	5446	P0C1S8	494551	Kd	10001	1	ChEMBL	22037378
DB00530	5446	P0C264	100130827	Kd	10001	1	ChEMBL	22037378
DB00530	5446	P10721	3815	Ki	1861265.56642	3	PubChem	
DB00530	5446	P11309	5292	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P11362	2260	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P11802	1019	Kd	10001	2	ChEMBL	22037378
DB00530	5446	P12931	6714	Kd	5052.56524	4	ChEMBL,PubChem	15711537,22037378,18183025
DB00530	5446	P14616	3645	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P15056	673	Kd	10001	4	ChEMBL	22037378,18183025
DB00530	5446	P15735	5261	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P16234	5156	Kd	18000	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	P16591	2241	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P17612	5566	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P17948	2321	Kd	44000	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	P19525	5610	Kd	13000	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	P20794	4117	Kd	10001	1	ChEMBL	22037378
DB00530	5446	P21802	2263	Kd	5749.28033	3	ChEMBL	15711537,22037378,18183025
DB00530	5446	P21860	2065	Kd	1100	1	ChEMBL	22037378
DB00530	5446	P22455	2264	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P22694	5567	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P23443	6198	Kd	10001	1	ChEMBL	22037378
DB00530	5446	P24941	1017	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P27037	92	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P28482	5594	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P29317	1969	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P29320	2042	Kd	24000	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	P29322	2046	Kd	9400	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	P29323	2048	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P29376	4058	Kd	890	2	ChEMBL	22037378,18183025
DB00530	5446	P29597	7297	Kd	6214.8793	3	ChEMBL	22037378,18183025
DB00530	5446	P30291	7465	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P30530	558	Kd	6324.87154	2	ChEMBL	22037378,18183025
DB00530	5446	P31152	5596	Kd	25000	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	P31749	207	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P31751	208	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P32298	2868	Kd	7300	1	ChEMBL	22037378
DB00530	5446	P35590	7075	Kd	8500	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	P35916	2324	Kd	2100	2	ChEMBL	22037378,18183025
DB00530	5446	P35968	3791	Kd	7550.21192	2	ChEMBL	22037378,18183025
DB00530	5446	P36507	5605	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P36888	2322	Kd	784.45282	12	ChEMBL	22037378,18183025
DB00530	5446	P36894	657	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P36896	91	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P37173	7048	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P41240	1445	Kd	9798.44886	2	ChEMBL	22037378,18183025
DB00530	5446	P41743	5584	Kd	10001	1	ChEMBL	22037378
DB00530	5446	P42336	5290	Kd	10001	12	ChEMBL	22037378,18183025
DB00530	5446	P42338	5291	Kd	10001	1	ChEMBL	22037378
DB00530	5446	P42345	2475	Kd	10001	1	ChEMBL	22037378
DB00530	5446	P42679	4145	Kd	10001	1	ChEMBL	22037378
DB00530	5446	P42680	7006	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P42681	7294	Kd	6164.72222	2	ChEMBL	22037378,18183025
DB00530	5446	P42684	27	Kd	228.94285	3	ChEMBL	15711537,22037378,18183025
DB00530	5446	P42685	2444	Kd	20000	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	P43403	7535	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P43405	6850	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P45983	5599	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P45984	5601	Kd	4309.013	3	ChEMBL	15711537,22037378,18183025
DB00530	5446	P45985	6416	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P48729	1452	Kd	10001	1	ChEMBL	22037378
DB00530	5446	P48736	5294	Kd	10001	1	ChEMBL	22037378
DB00530	5446	P49137	9261	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P49336	1024	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P49674	1454	Kd	2236.17978	2	ChEMBL	22037378,18183025
DB00530	5446	P49674	102800317	Kd	2236.17978	2	ChEMBL	22037378,18183025
DB00530	5446	P49759	1195	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P49760	1196	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P49761	1198	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P49840	2931	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P49841	2932	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P50613	1022	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P50750	1025	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P51451	640	Kd	1900	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	P51617	3654	Kd	10001	1	ChEMBL	22037378
DB00530	5446	P51812	6197	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P51813	660	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P51817	5613	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P51955	4751	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P51956	4752	Kd	10001	1	ChEMBL	22037378
DB00530	5446	P51957	6787	Kd	10001	1	ChEMBL	22037378
DB00530	5446	P52333	3718	Kd	806.84571	2	ChEMBL	22037378,18183025
DB00530	5446	P52564	5608	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P53350	5347	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P53355	1612	Kd	10001	1	ChEMBL	18183025
DB00530	5446	P53667	3984	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P53671	3985	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P53779	5602	Kd	6557.76639	2	ChEMBL	22037378,18183025
DB00530	5446	P54646	5563	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P54753	2049	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P54756	2044	Kd	2664.71574	2	ChEMBL	22037378,18183025
DB00530	5446	P54760	2050	Kd	4690.65027	2	ChEMBL	22037378,18183025
DB00530	5446	P54764	2043	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P57058	30811	Kd	10001	1	ChEMBL	22037378
DB00530	5446	P57059	150094	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P57059	102724428	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P68400	1457	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P78356	8396	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P78368	1455	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	P80192	4293	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q00526	1018	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q00532	8814	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q00535	1020	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q00536	5127	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q00537	5128	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q02156	5581	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q02750	5604	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q02763	7010	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q02779	4294	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q04759	5588	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q04771	90	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q05397	5747	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q05655	5580	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q06187	695	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q06418	7301	Kd	39000	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	Q07002	5129	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q07912	10188	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q08881	3702	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q09013	1760	Kd	29000	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	Q12851	5871	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q12852	7786	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q12866	10461	Kd	3130.65169	2	ChEMBL	22037378,18183025
DB00530	5446	Q13043	6789	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q13131	5562	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q13153	5058	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q13163	5607	Kd	96	1	ChEMBL	22037378
DB00530	5446	Q13164	5598	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q13177	5062	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q13188	6788	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q13233	4214	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q13237	5593	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q13464	6093	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q13470	8711	Kd	630	2	ChEMBL	22037378,18183025
DB00530	5446	Q13523	8899	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q13546	8737	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q13555	818	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q13627	1859	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q13705	93	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q13873	659	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q13882	5753	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q14004	8621	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q14012	8536	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q14164	9641	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q14289	2185	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q14680	9833	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q15139	5587	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q15208	11329	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q15303	2066	Kd	7273.23862	2	ChEMBL,PubChem	22037378
DB00530	5446	Q15349	6196	Kd	10001	4	ChEMBL	22037378,18183025
DB00530	5446	Q15375	2045	Kd	14000	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	Q15418	6195	Kd	10001	4	ChEMBL	22037378,18183025
DB00530	5446	Q15569	7016	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q15746	4638	Kd	10001	1	ChEMBL	18183025
DB00530	5446	Q15759	5600	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q15831	6794	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q15835	6011	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q16512	5585	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q16513	5586	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q16539	1432	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q16566	814	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q16584	4296	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q16659	5597	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q16816	5260	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q32MK0	91807	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q52WX2	388228	Kd	1200	1	ChEMBL	22037378
DB00530	5446	Q56UN5	80122	Kd	25	1	ChEMBL	22037378
DB00530	5446	Q59H18	51086	Kd	570000	1	PubChem	
DB00530	5446	Q59H18	100526835	Kd	570000	1	PubChem	
DB00530	5446	Q5S007	120892	Kd	3730.95162	2	ChEMBL	22037378
DB00530	5446	Q5VT25	8476	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q6P3R8	341676	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q6PHR2	25989	Kd	920	1	ChEMBL	22037378
DB00530	5446	Q6XUX3	25778	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q6ZN16	389840	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q7KZI7	2011	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q7L7X3	57551	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q86UE8	11011	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q86UX6	282974	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q86V86	415116	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q86Y07	7444	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q86YV6	340156	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q8IU85	57118	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q8IVW4	51265	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q8IW41	8550	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q8IWQ3	9024	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q8IY84	167359	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q8N568	166614	Kd	10001	1	ChEMBL	18183025
DB00530	5446	Q8N5S9	84254	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q8N752	122011	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q8NE63	147746	Kd	960	1	ChEMBL	22037378
DB00530	5446	Q8NEV4	53904	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q8NFD2	255239	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q8NI60	56997	Kd	19000	3	ChEMBL,PubChem	22037378,18183025
DB00530	5446	Q8TBX8	79837	Kd	1000	1	ChEMBL	22037378
DB00530	5446	Q8TD08	225689	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q8TD19	91754	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q8TDR2	140901	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q8TDX7	140609	Kd	10001	2	ChEMBL	22037378,18183025
DB00530	5446	Q8WTQ7	131890	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q8WU08	202374	Kd	10001	1	ChEMBL	22037378
DB00530	5446	Q92630	8445	Kd	1300	1	ChEMBL	22037378
DB00530	5446	Q92772	8999	Kd	10001	1	ChEMBL	22037378
